APMC,Commodity,Year,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,month,joined
jalgaon,brinjal,2014,421,1663,2575,2069,2014-09-01,Jalgaon,9,brinjal_jalgaon
jalgaon,coriander (dry),2014,50,11178,11500,11178,2014-09-01,Jalgaon,9,coriander (dry)_jalgaon
jalgaon,green chilli,2014,612,1419,3144,2138,2014-09-01,Jalgaon,9,green chilli_jalgaon
jalgaon,coriander,2014,184,1635,3335,2429,2014-09-01,Jalgaon,9,coriander_jalgaon
nandura,gram,2014,663,2208,2576,2412,2014-09-01,Buldhana,9,gram_nandura
kalamb (os),gram,2014,707,2043,2704,2550,2014-09-01,Osmanabad,9,gram_kalamb (os)
kalamb (os),pigeon pea (tur),2014,108,3203,4084,3736,2014-09-01,Osmanabad,9,pigeon pea (tur)_kalamb (os)
pune-pimpri,beet root,2014,7,1686,1729,1707,2014-09-01,Pune,9,beet root_pune-pimpri
pune-manjri,green chilli,2014,163,2421,4176,3258,2014-09-01,Pune,9,green chilli_pune-manjri
pune-manjri,spinach,2014,1207,1031,2025,1528,2014-09-01,Pune,9,spinach_pune-manjri
pune-manjri,methi (bhaji),2014,1221,1376,3653,2515,2014-09-01,Pune,9,methi (bhaji)_pune-manjri
pune-manjri,coriander,2014,1197,919,2456,1688,2014-09-01,Pune,9,coriander_pune-manjri
pune-manjri,bitter gourd,2014,379,2553,3916,3182,2014-09-01,Pune,9,bitter gourd_pune-manjri
pune-manjri,kanda pat,2014,266,1275,2531,1903,2014-09-01,Pune,9,kanda pat_pune-manjri
pune-manjri,cucumber,2014,1099,942,1747,1345,2014-09-01,Pune,9,cucumber_pune-manjri
pune-manjri,cluster bean,2014,586,3537,5268,4403,2014-09-01,Pune,9,cluster bean_pune-manjri
pune-manjri,flower,2014,1839,995,2195,1595,2014-09-01,Pune,9,flower_pune-manjri
pune-manjri,chavli (pala),2014,51,806,1528,966,2014-09-01,Pune,9,chavli (pala)_pune-manjri
pune,green chilli,2014,17635,1521,2871,2196,2014-09-01,Pune,9,green chilli_pune
pune,tamarind,2014,300,4012,4735,4374,2014-09-01,Pune,9,tamarind_pune
pune,walvad,2014,280,1896,3029,2463,2014-09-01,Pune,9,walvad_pune
pune,wal papdi,2014,184,1707,2807,2257,2014-09-01,Pune,9,wal papdi_pune
pune,small gourd,2014,2194,1017,2726,1872,2014-09-01,Pune,9,small gourd_pune
pune,ridge gourd,2014,1385,1458,2479,1969,2014-09-01,Pune,9,ridge gourd_pune
pune,flower,2014,13545,683,1833,1279,2014-09-01,Pune,9,flower_pune
pune,carrot,2014,5311,708,2760,1730,2014-09-01,Pune,9,carrot_pune
pune,cluster bean,2014,3664,2238,3875,3056,2014-09-01,Pune,9,cluster bean_pune
pune,ghosali(bhaji),2014,339,1400,2540,1970,2014-09-01,Pune,9,ghosali(bhaji)_pune
pune,curry leaves,2014,481,991,2096,1543,2014-09-01,Pune,9,curry leaves_pune
arjuni morgaon,paddy-unhusked,2014,3394,1911,2005,1959,2014-09-01,Gondiya,9,paddy-unhusked_arjuni morgaon
pune-pimpri,ladies finger,2014,113,2752,3383,3050,2014-09-01,Pune,9,ladies finger_pune-pimpri
pune,cucumber,2014,11119,617,1417,1013,2014-09-01,Pune,9,cucumber_pune
pune,pumpkin,2014,446,1042,1688,1363,2014-09-01,Pune,9,pumpkin_pune
pune,capsicum,2014,3308,1268,2156,1712,2014-09-01,Pune,9,capsicum_pune
pune,snake gourd,2014,395,806,1524,1165,2014-09-01,Pune,9,snake gourd_pune
pune,pavtta,2014,458,2104,3354,2729,2014-09-01,Pune,9,pavtta_pune
pune,sweet potato,2014,1112,1025,2200,1613,2014-09-01,Pune,9,sweet potato_pune
pune,shevga,2014,1615,2446,4500,3473,2014-09-01,Pune,9,shevga_pune
pune,bitter gourd,2014,2548,1856,3100,2478,2014-09-01,Pune,9,bitter gourd_pune
pune,chavli (shenga ),2014,274,1036,2348,1692,2014-09-01,Pune,9,chavli (shenga )_pune
pune-pimpri,flower,2014,153,2074,2232,2153,2014-09-01,Pune,9,flower_pune-pimpri
pune-pimpri,green chilli,2014,68,2788,3188,3044,2014-09-01,Pune,9,green chilli_pune-pimpri
morshi,soybean,2014,2389,3001,3222,3112,2014-09-01,Amaravathi,9,soybean_morshi
varud-rajura bazar,soybean,2014,21,3113,3337,3240,2014-09-01,Amaravathi,9,soybean_varud-rajura bazar
sangali,turmeric,2014,16375,5009,7952,6541,2014-09-01,Sangli,9,turmeric_sangali
sangali,jaggery,2014,104341,2600,3871,3189,2014-09-01,Sangli,9,jaggery_sangali
sangali,soybean,2014,13926,2750,3554,3162,2014-09-01,Sangli,9,soybean_sangali
sangali,green gram,2014,597,5229,7235,6209,2014-09-01,Sangli,9,green gram_sangali
sangali,lentil,2014,573,3980,5390,4585,2014-09-01,Sangli,9,lentil_sangali
sangali,sorgum(jawar),2014,8951,1620,2827,2224,2014-09-01,Sangli,9,sorgum(jawar)_sangali
sangali,bajri,2014,2422,1321,1793,1557,2014-09-01,Sangli,9,bajri_sangali
kalamnuri,wheat(husked),2014,189,1600,1600,1600,2014-09-01,Hingoli,9,wheat(husked)_kalamnuri
hingoli,soybean,2014,2804,3186,3389,3287,2014-09-01,Hingoli,9,soybean_hingoli
hingoli,pigeon pea (tur),2014,1417,4459,5045,4752,2014-09-01,Hingoli,9,pigeon pea (tur)_hingoli
basmat,turmeric,2014,15232,5510,6605,6082,2014-09-01,Hingoli,9,turmeric_basmat
ratanagari,green chilli,2014,468,2972,4139,3561,2014-09-01,Ratnagiri,9,green chilli_ratanagari
ratanagari,brinjal,2014,425,1676,2676,2212,2014-09-01,Ratnagiri,9,brinjal_ratanagari
ratanagari,tomato,2014,2997,1280,2473,1875,2014-09-01,Ratnagiri,9,tomato_ratanagari
ratanagari,cabbage,2014,458,763,1089,926,2014-09-01,Ratnagiri,9,cabbage_ratanagari
shirur,bajri,2014,128,1386,1477,1436,2014-09-01,Pune,9,bajri_shirur
shirur,wheat(husked),2014,211,1415,1478,1453,2014-09-01,Pune,9,wheat(husked)_shirur
shirur,sorgum(jawar),2014,184,1549,1687,1633,2014-09-01,Pune,9,sorgum(jawar)_shirur
shirur,maize,2014,11,1210,1210,1210,2014-09-01,Pune,9,maize_shirur
shirur,gram,2014,64,2157,2399,2301,2014-09-01,Pune,9,gram_shirur
shirur,indian bean,2014,3,3100,3100,3100,2014-09-01,Pune,9,indian bean_shirur
pune-pimpri,cabbage,2014,295,873,1092,981,2014-09-01,Pune,9,cabbage_pune-pimpri
shirur,ground nut pods (dry),2014,26,2900,3017,3017,2014-09-01,Pune,9,ground nut pods (dry)_shirur
karjat (raigad),paddy-unhusked,2014,1365,1310,1459,1401,2014-09-01,Raigad,9,paddy-unhusked_karjat (raigad)
karjat (raigad),rice(paddy-hus),2014,3155,2000,4458,3133,2014-09-01,Raigad,9,rice(paddy-hus)_karjat (raigad)
pen,rice(paddy-hus),2014,30,3550,6050,4074,2014-09-01,Raigad,9,rice(paddy-hus)_pen
ratanagari,ladies finger,2014,420,2333,3222,2789,2014-09-01,Ratnagiri,9,ladies finger_ratanagari
ratanagari,cucumber,2014,226,900,1425,1183,2014-09-01,Ratnagiri,9,cucumber_ratanagari
ratanagari,bitter gourd,2014,200,2875,3719,3294,2014-09-01,Ratnagiri,9,bitter gourd_ratanagari
alibag,rice(paddy-hus),2014,870,1500,1700,1603,2014-09-01,Raigad,9,rice(paddy-hus)_alibag
morshi,gram,2014,559,2256,2500,2378,2014-09-01,Amaravathi,9,gram_morshi
pune,bottle gourd,2014,2302,588,1572,1080,2014-09-01,Pune,9,bottle gourd_pune
pune,ladies finger,2014,4793,1313,3208,2302,2014-09-01,Pune,9,ladies finger_pune
dhule,sorgum(jawar),2014,2200,1433,1801,1660,2014-09-01,Dhule,9,sorgum(jawar)_dhule
aurangabad,pomegranate,2014,4606,1536,5160,3288,2014-09-01,Aurangabad,9,pomegranate_aurangabad
aurangabad,lemon,2014,266,2632,3396,3014,2014-09-01,Aurangabad,9,lemon_aurangabad
dhule,wheat(husked),2014,15883,1175,1646,1504,2014-09-01,Dhule,9,wheat(husked)_dhule
aurangabad,mosambi,2014,2558,1408,2520,1964,2014-09-01,Aurangabad,9,mosambi_aurangabad
aurangabad,papai,2014,247,1000,1345,1173,2014-09-01,Aurangabad,9,papai_aurangabad
aurangabad,potato,2014,17087,2084,2294,2189,2014-09-01,Aurangabad,9,potato_aurangabad
aurangabad,ladies finger,2014,746,1368,1792,1576,2014-09-01,Aurangabad,9,ladies finger_aurangabad
aurangabad,bottle gourd,2014,284,517,904,710,2014-09-01,Aurangabad,9,bottle gourd_aurangabad
aurangabad,cluster bean,2014,477,1776,2168,1972,2014-09-01,Aurangabad,9,cluster bean_aurangabad
aurangabad,cucumber,2014,2747,658,1108,883,2014-09-01,Aurangabad,9,cucumber_aurangabad
aurangabad,onion,2014,4869,316,1412,864,2014-09-01,Aurangabad,9,onion_aurangabad
aurangabad,bitter gourd,2014,450,2072,2552,2306,2014-09-01,Aurangabad,9,bitter gourd_aurangabad
aurangabad,cabbage,2014,2337,676,924,800,2014-09-01,Aurangabad,9,cabbage_aurangabad
aurangabad,garlic,2014,1973,1900,4325,3113,2014-09-01,Aurangabad,9,garlic_aurangabad
aurangabad,capsicum,2014,541,1854,2392,2123,2014-09-01,Aurangabad,9,capsicum_aurangabad
aurangabad,shevga,2014,72,3267,4067,3667,2014-09-01,Aurangabad,9,shevga_aurangabad
lasur station,onion,2014,26641,171,1917,1208,2014-09-01,Aurangabad,9,onion_lasur station
lasur station,gram,2014,1389,2023,2719,2530,2014-09-01,Aurangabad,9,gram_lasur station
lasur station,maize,2014,515,1084,1310,1197,2014-09-01,Aurangabad,9,maize_lasur station
lasur station,sorgum(jawar),2014,2720,1186,1914,1493,2014-09-01,Aurangabad,9,sorgum(jawar)_lasur station
lasur station,wheat(husked),2014,4550,1491,1839,1522,2014-09-01,Aurangabad,9,wheat(husked)_lasur station
lasur station,bajri,2014,5329,1161,1474,1338,2014-09-01,Aurangabad,9,bajri_lasur station
dhule,maize,2014,865,1079,1274,1236,2014-09-01,Dhule,9,maize_dhule
gangapur,gram,2014,346,2242,2679,2507,2014-09-01,Aurangabad,9,gram_gangapur
gangapur,sorgum(jawar),2014,562,1420,1806,1614,2014-09-01,Aurangabad,9,sorgum(jawar)_gangapur
gangapur,wheat(husked),2014,590,1501,1663,1555,2014-09-01,Aurangabad,9,wheat(husked)_gangapur
gangapur,bajri,2014,491,1285,1419,1342,2014-09-01,Aurangabad,9,bajri_gangapur
aurangabad,green chilli,2014,2417,1824,3008,2416,2014-09-01,Aurangabad,9,green chilli_aurangabad
aurangabad,brinjal,2014,985,1700,2136,1918,2014-09-01,Aurangabad,9,brinjal_aurangabad
aurangabad,tomato,2014,3118,1144,1768,1456,2014-09-01,Aurangabad,9,tomato_aurangabad
gangapur,maize,2014,29,1248,1319,1274,2014-09-01,Aurangabad,9,maize_gangapur
gadchiroli,paddy-unhusked,2014,6752,2040,2210,2151,2014-09-01,Gadchiroli,9,paddy-unhusked_gadchiroli
dhule,cowpea,2014,47,3362,3561,3474,2014-09-01,Dhule,9,cowpea_dhule
dhule,matki,2014,50,5122,5835,5676,2014-09-01,Dhule,9,matki_dhule
armori-desaiganj,paddy-unhusked,2014,33424,1700,1953,1871,2014-09-01,Gadchiroli,9,paddy-unhusked_armori-desaiganj
pune,potato,2014,161240,2004,2654,2329,2014-09-01,Pune,9,potato_pune
armori,paddy-unhusked,2014,2432,2026,2109,2073,2014-09-01,Gadchiroli,9,paddy-unhusked_armori
pune,ginger (fresh),2014,8462,2526,5170,3859,2014-09-01,Pune,9,ginger (fresh)_pune
pune,green peas (dry),2014,3038,3206,5681,4442,2014-09-01,Pune,9,green peas (dry)_pune
pune,green gram,2014,1475,6444,7391,6895,2014-09-01,Pune,9,green gram_pune
pune,lentil,2014,1233,6091,6575,6333,2014-09-01,Pune,9,lentil_pune
pune,rice(paddy-hus),2014,29764,5245,6528,5891,2014-09-01,Pune,9,rice(paddy-hus)_pune
manchar,shepu,2014,160306,322,889,605,2014-09-01,Pune,9,shepu_manchar
manchar,methi (bhaji),2014,379359,670,2053,1360,2014-09-01,Pune,9,methi (bhaji)_manchar
indapur,pomegranate,2014,6442,1667,7867,3233,2014-09-01,Pune,9,pomegranate_indapur
shirpur,onion,2014,1914,274,1286,1124,2014-09-01,Dhule,9,onion_shirpur
shirpur,soybean,2014,3,2650,2900,2900,2014-09-01,Dhule,9,soybean_shirpur
shirpur,ground nut pods (dry),2014,1170,3168,4323,4102,2014-09-01,Dhule,9,ground nut pods (dry)_shirpur
shirpur,green gram,2014,3390,4530,6949,6465,2014-09-01,Dhule,9,green gram_shirpur
shirpur,gram,2014,575,2406,2953,2812,2014-09-01,Dhule,9,gram_shirpur
shirpur,maize,2014,93,1048,1304,1270,2014-09-01,Dhule,9,maize_shirpur
dhule,green gram,2014,188,5029,6543,5987,2014-09-01,Dhule,9,green gram_dhule
dhule,pigeon pea (tur),2014,76,3615,5395,3832,2014-09-01,Dhule,9,pigeon pea (tur)_dhule
dhule,black gram,2014,109,4313,4693,4392,2014-09-01,Dhule,9,black gram_dhule
dhule,ground nut pods (dry),2014,5366,2891,4365,4189,2014-09-01,Dhule,9,ground nut pods (dry)_dhule
dhule,soybean,2014,135,2536,2956,2884,2014-09-01,Dhule,9,soybean_dhule
dhule,onion,2014,58644,214,1418,1174,2014-09-01,Dhule,9,onion_dhule
dhule,gram,2014,637,2285,3053,2719,2014-09-01,Dhule,9,gram_dhule
dondaicha,bajri,2014,411,1173,1362,1316,2014-09-01,Dhule,9,bajri_dondaicha
dondaicha,maize,2014,227,1058,1098,1098,2014-09-01,Dhule,9,maize_dondaicha
dondaicha,gram,2014,179,2147,2902,2781,2014-09-01,Dhule,9,gram_dondaicha
dondaicha,ground nut pods (dry),2014,651,3660,3954,3853,2014-09-01,Dhule,9,ground nut pods (dry)_dondaicha
shirpur,bajri,2014,609,1002,1415,1343,2014-09-01,Dhule,9,bajri_shirpur
shirpur,wheat(husked),2014,5955,1403,1632,1556,2014-09-01,Dhule,9,wheat(husked)_shirpur
shirpur,sorgum(jawar),2014,1144,1358,1814,1623,2014-09-01,Dhule,9,sorgum(jawar)_shirpur
dondaicha,sorgum(jawar),2014,355,1474,1766,1678,2014-09-01,Dhule,9,sorgum(jawar)_dondaicha
kalamb (os),green gram,2014,881,5481,6583,6336,2014-09-01,Osmanabad,9,green gram_kalamb (os)
morshi,sorgum(jawar),2014,49,1400,1500,1450,2014-09-01,Amaravathi,9,sorgum(jawar)_morshi
anajngaon surji,chillies(red),2014,48,7600,9600,8600,2014-09-01,Amaravathi,9,chillies(red)_anajngaon surji
nagpur,mosambi,2014,148559,1177,2062,1619,2014-09-01,Nagpur,9,mosambi_nagpur
patan,flower,2014,590,1311,1533,1422,2014-09-01,Satara,9,flower_patan
lonand,onion,2014,3227,722,1613,1372,2014-09-01,Satara,9,onion_lonand
lonand,maize,2014,73,1400,1463,1431,2014-09-01,Satara,9,maize_lonand
lonand,sorgum(jawar),2014,269,1550,1738,1638,2014-09-01,Satara,9,sorgum(jawar)_lonand
nagpur,banana,2014,5676,450,548,499,2014-09-01,Nagpur,9,banana_nagpur
lonand,wheat(husked),2014,201,1400,1838,1650,2014-09-01,Satara,9,wheat(husked)_lonand
lonand,bajri,2014,166,1290,1746,1550,2014-09-01,Satara,9,bajri_lonand
koregaon,onion,2014,113,1000,1733,1367,2014-09-01,Satara,9,onion_koregaon
koregaon,gram,2014,47,3129,3143,3136,2014-09-01,Satara,9,gram_koregaon
nagpur,pomegranate,2014,30071,2038,4204,3144,2014-09-01,Nagpur,9,pomegranate_nagpur
karad,green chilli,2014,164,2464,3127,2786,2014-09-01,Satara,9,green chilli_karad
karad,brinjal,2014,1375,1031,1415,1212,2014-09-01,Satara,9,brinjal_karad
karad,tomato,2014,288,1369,1938,1658,2014-09-01,Satara,9,tomato_karad
karad,ridge gourd,2014,549,1700,2271,2018,2014-09-01,Satara,9,ridge gourd_karad
nagpur,chikoo,2014,3180,877,1599,1238,2014-09-01,Nagpur,9,chikoo_nagpur
karad,shevga,2014,63,2625,3300,2958,2014-09-01,Satara,9,shevga_karad
murtizapur,pigeon pea (tur),2014,4100,4572,4970,4726,2014-09-01,Akola,9,pigeon pea (tur)_murtizapur
murtizapur,gram,2014,4180,2391,2770,2571,2014-09-01,Akola,9,gram_murtizapur
murtizapur,wheat(husked),2014,3260,1426,1505,1482,2014-09-01,Akola,9,wheat(husked)_murtizapur
karad,pomegranate,2014,114,2571,4786,3661,2014-09-01,Satara,9,pomegranate_karad
karad,ginger (fresh),2014,75,3492,4892,4188,2014-09-01,Satara,9,ginger (fresh)_karad
karad,ladies finger,2014,471,2138,2854,2488,2014-09-01,Satara,9,ladies finger_karad
patan,cabbage,2014,895,736,936,836,2014-09-01,Satara,9,cabbage_patan
karad,bottle gourd,2014,159,1015,1385,1208,2014-09-01,Satara,9,bottle gourd_karad
karad,cucumber,2014,183,600,864,732,2014-09-01,Satara,9,cucumber_karad
karad,bitter gourd,2014,114,2200,2685,2442,2014-09-01,Satara,9,bitter gourd_karad
nagpur,pineapple,2014,3467,1019,2865,1942,2014-09-01,Nagpur,9,pineapple_nagpur
karad,cabbage,2014,192,442,658,546,2014-09-01,Satara,9,cabbage_karad
karad,garlic,2014,511,3083,4292,3683,2014-09-01,Satara,9,garlic_karad
karad,capsicum,2014,126,1218,1755,1505,2014-09-01,Satara,9,capsicum_karad
karad,cluster bean,2014,96,2433,3500,3013,2014-09-01,Satara,9,cluster bean_karad
murtizapur,soybean,2014,3620,3032,3330,3182,2014-09-01,Akola,9,soybean_murtizapur
patan,brinjal,2014,2068,1536,1829,1685,2014-09-01,Satara,9,brinjal_patan
nagpur,papai,2014,651,640,1040,840,2014-09-01,Nagpur,9,papai_nagpur
kalamb (os),black gram,2014,161,4425,4895,4708,2014-09-01,Osmanabad,9,black gram_kalamb (os)
kalamb (os),safflower,2014,14,2380,2422,2415,2014-09-01,Osmanabad,9,safflower_kalamb (os)
kalamb (os),soybean,2014,246,3041,3320,3265,2014-09-01,Osmanabad,9,soybean_kalamb (os)
kalamb (os),sunflower,2014,8,2772,2813,2806,2014-09-01,Osmanabad,9,sunflower_kalamb (os)
tuljapur,gram,2014,143,2418,2725,2571,2014-09-01,Osmanabad,9,gram_tuljapur
umarga,gram,2014,197,2057,2578,2379,2014-09-01,Osmanabad,9,gram_umarga
umarga,pigeon pea (tur),2014,82,3954,4723,4489,2014-09-01,Osmanabad,9,pigeon pea (tur)_umarga
umarga,soybean,2014,52,3026,3317,3235,2014-09-01,Osmanabad,9,soybean_umarga
nagpur,cucumber,2014,1460,1562,1923,1742,2014-09-01,Nagpur,9,cucumber_nagpur
vai,green chilli,2014,239,2252,2830,2541,2014-09-01,Satara,9,green chilli_vai
vai,brinjal,2014,371,1771,2082,1927,2014-09-01,Satara,9,brinjal_vai
nagpur,flower,2014,6210,1681,2042,1862,2014-09-01,Nagpur,9,flower_nagpur
vai,cabbage,2014,283,790,955,874,2014-09-01,Satara,9,cabbage_vai
vai,flower,2014,263,1893,2346,2120,2014-09-01,Satara,9,flower_vai
vai,bottle gourd,2014,81,1175,1500,1333,2014-09-01,Satara,9,bottle gourd_vai
nagpur,bottle gourd,2014,2400,762,946,854,2014-09-01,Nagpur,9,bottle gourd_nagpur
vai,ladies finger,2014,194,2348,2874,2611,2014-09-01,Satara,9,ladies finger_vai
satara,potato,2014,2988,2175,2488,2331,2014-09-01,Satara,9,potato_satara
satara,ladies finger,2014,128,2435,3261,2848,2014-09-01,Satara,9,ladies finger_satara
nagpur,apple,2014,14533,4019,7096,5558,2014-09-01,Nagpur,9,apple_nagpur
satara,bottle gourd,2014,100,879,1954,1192,2014-09-01,Satara,9,bottle gourd_satara
satara,cluster bean,2014,130,3391,4630,4007,2014-09-01,Satara,9,cluster bean_satara
nagpur,ginger (fresh),2014,19043,3740,6560,5150,2014-09-01,Nagpur,9,ginger (fresh)_nagpur
satara,ginger (fresh),2014,199,3438,4813,4125,2014-09-01,Satara,9,ginger (fresh)_satara
satara,bitter gourd,2014,87,2875,3750,3310,2014-09-01,Satara,9,bitter gourd_satara
satara,capsicum,2014,206,1652,2391,2022,2014-09-01,Satara,9,capsicum_satara
nagpur,potato,2014,101805,1262,2440,1851,2014-09-01,Nagpur,9,potato_nagpur
satara,brinjal,2014,353,1224,2252,1720,2014-09-01,Satara,9,brinjal_satara
satara,green chilli,2014,427,2420,3236,2822,2014-09-01,Satara,9,green chilli_satara
nagpur,beet root,2014,1470,1285,1504,1394,2014-09-01,Nagpur,9,beet root_nagpur
vai,ginger (fresh),2014,117,5000,5981,5491,2014-09-01,Satara,9,ginger (fresh)_vai
satara,cabbage,2014,527,417,713,565,2014-09-01,Satara,9,cabbage_satara
morshi,wheat(husked),2014,905,1444,1522,1485,2014-09-01,Amaravathi,9,wheat(husked)_morshi
patur,sorgum(jawar),2014,28,1425,1815,1590,2014-09-01,Akola,9,sorgum(jawar)_patur
telhara,gram,2014,905,2567,2704,2613,2014-09-01,Akola,9,gram_telhara
kada,wheat(husked),2014,102,1447,1909,1614,2014-09-01,Beed,9,wheat(husked)_kada
kalmeshwar,flower,2014,50,1669,1842,1797,2014-09-01,Nagpur,9,flower_kalmeshwar
kada,bajri,2014,821,1278,1512,1336,2014-09-01,Beed,9,bajri_kada
gevrai,soybean,2014,16,2777,5727,2918,2014-09-01,Beed,9,soybean_gevrai
gevrai,pigeon pea (tur),2014,166,3863,4473,4223,2014-09-01,Beed,9,pigeon pea (tur)_gevrai
gevrai,gram,2014,130,1962,2408,2196,2014-09-01,Beed,9,gram_gevrai
gevrai,maize,2014,9,1168,1226,1177,2014-09-01,Beed,9,maize_gevrai
gevrai,sorgum(jawar),2014,2440,1460,2026,1662,2014-09-01,Beed,9,sorgum(jawar)_gevrai
gevrai,wheat(husked),2014,778,1439,1713,1508,2014-09-01,Beed,9,wheat(husked)_gevrai
gevrai,bajri,2014,1778,1228,1447,1303,2014-09-01,Beed,9,bajri_gevrai
ambejogai,soybean,2014,1209,3005,3392,3227,2014-09-01,Beed,9,soybean_ambejogai
jintur,wheat(husked),2014,498,1298,1618,1419,2014-09-01,Parbhani,9,wheat(husked)_jintur
ambejogai,pigeon pea (tur),2014,136,3450,4388,4062,2014-09-01,Beed,9,pigeon pea (tur)_ambejogai
jintur,sorgum(jawar),2014,691,1153,1644,1338,2014-09-01,Parbhani,9,sorgum(jawar)_jintur
jintur,soybean,2014,126,3104,3189,3159,2014-09-01,Parbhani,9,soybean_jintur
ambejogai,gram,2014,979,1854,2764,2456,2014-09-01,Beed,9,gram_ambejogai
parbhani,wheat(husked),2014,795,1514,1576,1547,2014-09-01,Parbhani,9,wheat(husked)_parbhani
anajngaon surji,banana,2014,618,705,905,805,2014-09-01,Amaravathi,9,banana_anajngaon surji
anajngaon surji,soybean,2014,540,3022,3211,3111,2014-09-01,Amaravathi,9,soybean_anajngaon surji
anajngaon surji,pigeon pea (tur),2014,816,4478,4870,4674,2014-09-01,Amaravathi,9,pigeon pea (tur)_anajngaon surji
anajngaon surji,gram,2014,732,2497,2708,2608,2014-09-01,Amaravathi,9,gram_anajngaon surji
anajngaon surji,sorgum(jawar),2014,132,1327,1531,1437,2014-09-01,Amaravathi,9,sorgum(jawar)_anajngaon surji
anajngaon surji,wheat(husked),2014,1434,1398,1598,1498,2014-09-01,Amaravathi,9,wheat(husked)_anajngaon surji
kalmeshwar,spinach,2014,49,1320,1475,1443,2014-09-01,Nagpur,9,spinach_kalmeshwar
amarawati,soybean,2014,16,3025,3243,3103,2014-09-01,Amaravathi,9,soybean_amarawati
amarawati,green gram,2014,16,6000,6825,6400,2014-09-01,Amaravathi,9,green gram_amarawati
amarawati,sorgum(jawar),2014,16,1475,1788,1613,2014-09-01,Amaravathi,9,sorgum(jawar)_amarawati
amarawati,wheat(husked),2014,16,1700,1925,1800,2014-09-01,Amaravathi,9,wheat(husked)_amarawati
sailu,sorgum(jawar),2014,499,1156,1416,1159,2014-09-01,Parbhani,9,sorgum(jawar)_sailu
parbhani,soybean,2014,390,3152,3288,3226,2014-09-01,Parbhani,9,soybean_parbhani
parbhani,gram,2014,14,2359,2508,2433,2014-09-01,Parbhani,9,gram_parbhani
amarawati,pigeon pea (tur),2014,16,4600,4995,4763,2014-09-01,Amaravathi,9,pigeon pea (tur)_amarawati
telhara,sorgum(jawar),2014,165,944,1062,995,2014-09-01,Akola,9,sorgum(jawar)_telhara
kada,maize,2014,6,1394,1407,1407,2014-09-01,Beed,9,maize_kada
kalmeshwar,brinjal,2014,60,1672,1846,1803,2014-09-01,Nagpur,9,brinjal_kalmeshwar
telhara,pigeon pea (tur),2014,385,4392,4538,4448,2014-09-01,Akola,9,pigeon pea (tur)_telhara
nagpur,soybean,2014,1368,2881,3351,3105,2014-09-01,Nagpur,9,soybean_nagpur
nagpur,gram,2014,1824,2247,2861,2554,2014-09-01,Nagpur,9,gram_nagpur
nagpur,rice(paddy-hus),2014,3884,3557,3828,3692,2014-09-01,Nagpur,9,rice(paddy-hus)_nagpur
nagpur,wheat(husked),2014,7638,1622,1966,1800,2014-09-01,Nagpur,9,wheat(husked)_nagpur
mandhal,chillies(red),2014,233,4240,4240,4240,2014-09-01,Nagpur,9,chillies(red)_mandhal
mandhal,soybean,2014,222,2893,3106,2980,2014-09-01,Nagpur,9,soybean_mandhal
kamthi,brinjal,2014,94,1438,3192,2315,2014-09-01,Nagpur,9,brinjal_kamthi
kamthi,small gourd,2014,19,867,2013,1440,2014-09-01,Nagpur,9,small gourd_kamthi
kamthi,spinach,2014,51,1170,2785,1970,2014-09-01,Nagpur,9,spinach_kamthi
kamthi,raddish,2014,26,1043,2261,1652,2014-09-01,Nagpur,9,raddish_kamthi
kamthi,bitter gourd,2014,25,2589,4789,3689,2014-09-01,Nagpur,9,bitter gourd_kamthi
parli-vaijnath,soybean,2014,661,3119,3443,3211,2014-09-01,Beed,9,soybean_parli-vaijnath
kamthi,cluster bean,2014,33,1654,3154,2385,2014-09-01,Nagpur,9,cluster bean_kamthi
parli-vaijnath,gram,2014,120,2075,2372,2282,2014-09-01,Beed,9,gram_parli-vaijnath
kamthi,flower,2014,68,1517,2761,2139,2014-09-01,Nagpur,9,flower_kamthi
parli-vaijnath,sorgum(jawar),2014,844,1190,1285,1235,2014-09-01,Beed,9,sorgum(jawar)_parli-vaijnath
kille dharur,pigeon pea (tur),2014,11,3434,4103,3809,2014-09-01,Beed,9,pigeon pea (tur)_kille dharur
kille dharur,soybean,2014,80,3024,3278,3189,2014-09-01,Beed,9,soybean_kille dharur
majalgaon,bajri,2014,402,1107,1559,1315,2014-09-01,Beed,9,bajri_majalgaon
majalgaon,wheat(husked),2014,481,1277,1523,1369,2014-09-01,Beed,9,wheat(husked)_majalgaon
