APMC,Commodity,Year,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,month,joined,seasonality,detrended,deseasonalised
kopargaon,soybean,2014,2563,3016,3289,3216,2014-11-01,Ahmadnagar,11,soybean_kopargaon,additive,3147.375,3229.9479166666665
kopargaon,soybean,2014,1507,2945,3247,3199,2014-12-01,Ahmadnagar,12,soybean_kopargaon,additive,3183.875,3202.46875
kopargaon,soybean,2015,1058,2898,3267,3233,2015-01-01,Ahmadnagar,1,soybean_kopargaon,additive,3201.5,3217.8020833333335
kopargaon,soybean,2015,710,2979,3208,3186,2015-02-01,Ahmadnagar,2,soybean_kopargaon,additive,3234.25,3183.78125
kopargaon,soybean,2015,631,2820,3194,3160,2015-03-01,Ahmadnagar,3,soybean_kopargaon,additive,3336.0,3173.9479166666665
kopargaon,soybean,2015,329,3244,3590,3517,2015-04-01,Ahmadnagar,4,soybean_kopargaon,additive,3424.125,3520.46875
kopargaon,soybean,2015,379,3213,3781,3729,2015-05-01,Ahmadnagar,5,soybean_kopargaon,additive,3462.125,3713.8020833333335
kopargaon,soybean,2015,426,3186,3457,3395,2015-06-01,Ahmadnagar,6,soybean_kopargaon,additive,3423.125,3392.78125
kopargaon,soybean,2015,220,2996,3308,3255,2015-07-01,Ahmadnagar,7,soybean_kopargaon,additive,3308.25,3268.9479166666665
kopargaon,soybean,2015,95,2983,3136,3110,2015-08-01,Ahmadnagar,8,soybean_kopargaon,additive,3280.375,3113.46875
kopargaon,soybean,2015,187,3011,3242,3217,2015-09-01,Ahmadnagar,9,soybean_kopargaon,additive,3369.375,3201.8020833333335
kopargaon,soybean,2015,1208,3175,3723,3684,2015-10-01,Ahmadnagar,10,soybean_kopargaon,additive,3482.75,3681.78125
kopargaon,soybean,2015,421,3271,3701,3678,2015-11-01,Ahmadnagar,11,soybean_kopargaon,additive,3590.0,3691.9479166666665
kopargaon,soybean,2015,542,3065,3626,3594,2015-12-01,Ahmadnagar,12,soybean_kopargaon,additive,3625.5,3597.46875
kopargaon,soybean,2015,542,3065,3626,3594,2015-12-01,Ahmadnagar,12,soybean_kopargaon,additive,3641.625,3591.78125
kopargaon,soybean,2016,246,3360,3618,3594,2016-02-01,Ahmadnagar,2,soybean_kopargaon,additive,3625.5,3597.46875
kopargaon,soybean,2016,246,3360,3618,3594,2016-02-01,Ahmadnagar,2,soybean_kopargaon,additive,3641.625,3591.78125
kopargaon,soybean,2016,364,3032,3647,3591,2016-01-01,Ahmadnagar,1,soybean_kopargaon,additive,3609.25,3575.8020833333335
kopargaon,soybean,2016,191,3365,3675,3638,2016-03-01,Ahmadnagar,3,soybean_kopargaon,additive,3706.625,3651.9479166666665
kopargaon,soybean,2016,175,3728,3950,3893,2016-04-01,Ahmadnagar,4,soybean_kopargaon,additive,3743.875,3896.46875
kopargaon,soybean,2016,382,3319,3856,3812,2016-05-01,Ahmadnagar,5,soybean_kopargaon,additive,3753.375,3796.8020833333335
kopargaon,soybean,2016,339,3373,3752,3671,2016-06-01,Ahmadnagar,6,soybean_kopargaon,additive,3678.875,3668.78125
kopargaon,soybean,2016,12,3437,3687,3637,2016-07-01,Ahmadnagar,7,soybean_kopargaon,additive,3509.5,3650.9479166666665
kopargaon,soybean,2016,400,3078,3357,3298,2016-08-01,Ahmadnagar,8,soybean_kopargaon,additive,3304.125,3301.46875
kopargaon,soybean,2016,98,2834,3077,3052,2016-09-01,Ahmadnagar,9,soybean_kopargaon,additive,3077.25,3036.8020833333335
umared,sorgum(jawar),2014,9,1675,1775,1725,2014-11-01,Nagpur,11,sorgum(jawar)_umared,multiplicative,1624.0,1749.1394717196085
umared,sorgum(jawar),2014,5,1200,1333,1267,2014-12-01,Nagpur,12,sorgum(jawar)_umared,multiplicative,1513.5,1241.012566813943
umared,sorgum(jawar),2015,8,1475,1550,1513,2015-01-01,Nagpur,1,sorgum(jawar)_umared,multiplicative,1405.5,1413.9987780348952
umared,sorgum(jawar),2015,3,1200,1275,1238,2015-02-01,Nagpur,2,sorgum(jawar)_umared,multiplicative,1441.875,1341.503438264646
umared,sorgum(jawar),2015,9,1417,1550,1483,2015-03-01,Nagpur,3,sorgum(jawar)_umared,multiplicative,1534.625,1503.752948730539
umared,sorgum(jawar),2015,42,1571,2029,1800,2015-04-01,Nagpur,4,sorgum(jawar)_umared,multiplicative,1604.625,1763.0802054183878
umared,sorgum(jawar),2015,69,1522,1922,1722,2015-05-01,Nagpur,5,sorgum(jawar)_umared,multiplicative,1667.25,1609.3231300568998
umared,sorgum(jawar),2015,27,1400,1736,1589,2015-06-01,Nagpur,6,sorgum(jawar)_umared,multiplicative,1681.875,1721.8489203574497
umared,sorgum(jawar),2015,14,1495,1725,1633,2015-07-01,Nagpur,7,sorgum(jawar)_umared,multiplicative,1682.875,1655.8520332278963
umared,sorgum(jawar),2015,10,1567,1917,1767,2015-08-01,Nagpur,8,sorgum(jawar)_umared,multiplicative,1695.625,1730.7570683190506
umared,sorgum(jawar),2015,13,1600,1950,1763,2015-09-01,Nagpur,9,sorgum(jawar)_umared,multiplicative,1715.375,1647.640347439207
umared,sorgum(jawar),2015,40,1575,1738,1650,2015-10-01,Nagpur,10,sorgum(jawar)_umared,multiplicative,1712.875,1787.948847444803
umared,sorgum(jawar),2015,40,1575,1738,1650,2015-10-01,Nagpur,10,sorgum(jawar)_umared,multiplicative,1651.25,1616.1568549668555
umared,sorgum(jawar),2015,6,1600,1700,1650,2015-12-01,Nagpur,12,sorgum(jawar)_umared,multiplicative,1712.875,1787.948847444803
umared,sorgum(jawar),2015,6,1600,1700,1650,2015-12-01,Nagpur,12,sorgum(jawar)_umared,multiplicative,1651.25,1616.1568549668555
umared,sorgum(jawar),2015,10,1710,1780,1730,2015-11-01,Nagpur,11,sorgum(jawar)_umared,multiplicative,1696.625,1754.209441202854
umared,sorgum(jawar),2016,4,1750,1750,1750,2016-01-01,Nagpur,1,sorgum(jawar)_umared,multiplicative,1620.375,1635.4909858301828
umared,sorgum(jawar),2016,3,1300,1300,1300,2016-02-01,Nagpur,2,sorgum(jawar)_umared,multiplicative,1672.5,1408.6869707140872
umared,sorgum(jawar),2016,10,1733,1900,1833,2016-03-01,Nagpur,3,sorgum(jawar)_umared,multiplicative,1750.5,1858.6508125577059
umared,sorgum(jawar),2016,27,1857,2057,1964,2016-04-01,Nagpur,4,sorgum(jawar)_umared,multiplicative,1868.75,1923.7164019120632
umared,sorgum(jawar),2016,20,1740,2180,2060,2016-05-01,Nagpur,5,sorgum(jawar)_umared,multiplicative,1912.875,1925.2065318915295
umared,sorgum(jawar),2016,20,1900,1986,1936,2016-06-01,Nagpur,6,sorgum(jawar)_umared,multiplicative,1894.5,2097.8599810019023
umared,sorgum(jawar),2016,3,1550,1550,1550,2016-07-01,Nagpur,7,sorgum(jawar)_umared,multiplicative,1963.375,1571.690539806025
rahata,maize,2014,296,1076,1169,1107,2014-11-01,Ahmadnagar,11,maize_rahata,multiplicative,1068.125,1087.2743283144362
rahata,maize,2014,1316,955,1056,985,2014-12-01,Ahmadnagar,12,maize_rahata,multiplicative,1049.875,1008.2795601774017
rahata,maize,2015,950,1061,1126,1086,2015-01-01,Ahmadnagar,1,maize_rahata,multiplicative,1095.0,1066.5778325938622
rahata,maize,2015,1160,1109,1189,1143,2015-02-01,Ahmadnagar,2,maize_rahata,multiplicative,1147.0,1158.364211095382
rahata,maize,2015,914,1217,1262,1225,2015-03-01,Ahmadnagar,3,maize_rahata,multiplicative,1202.0,1203.171682190772
rahata,maize,2015,366,1266,1326,1283,2015-04-01,Ahmadnagar,4,maize_rahata,multiplicative,1226.875,1313.3225134087374
rahata,maize,2015,398,1204,1273,1228,2015-05-01,Ahmadnagar,5,maize_rahata,multiplicative,1245.75,1206.0382858427836
rahata,maize,2015,227,1196,1247,1200,2015-06-01,Ahmadnagar,6,maize_rahata,multiplicative,1260.875,1216.1304053494823
rahata,maize,2015,23,1319,1358,1319,2015-07-01,Ahmadnagar,7,maize_rahata,multiplicative,1283.625,1295.4966929058187
rahata,maize,2015,30,1310,1310,1310,2015-08-01,Ahmadnagar,8,maize_rahata,multiplicative,1309.625,1340.960633332382
rahata,maize,2015,30,1310,1310,1310,2015-08-01,Ahmadnagar,8,maize_rahata,multiplicative,1342.375,1327.6090258398517
rahata,maize,2016,495,1299,1333,1310,2016-02-01,Ahmadnagar,2,maize_rahata,multiplicative,1309.625,1340.960633332382
rahata,maize,2016,495,1299,1333,1310,2016-02-01,Ahmadnagar,2,maize_rahata,multiplicative,1342.375,1327.6090258398517
rahata,maize,2015,13,1283,1417,1383,2015-09-01,Ahmadnagar,9,maize_rahata,multiplicative,1312.875,1358.2662453750568
rahata,maize,2015,407,1231,1314,1253,2015-10-01,Ahmadnagar,10,maize_rahata,multiplicative,1313.5,1269.8428315857511
rahata,maize,2015,1663,1202,1352,1292,2015-11-01,Ahmadnagar,11,maize_rahata,multiplicative,1314.625,1268.9778068493692
rahata,maize,2015,1153,1322,1368,1342,2015-12-01,Ahmadnagar,12,maize_rahata,multiplicative,1318.875,1373.716923612257
rahata,maize,2016,808,1354,1374,1360,2016-01-01,Ahmadnagar,1,maize_rahata,multiplicative,1331.875,1335.6775804122033
rahata,maize,2016,525,1328,1374,1339,2016-03-01,Ahmadnagar,3,maize_rahata,multiplicative,1357.375,1315.1403122068925
rahata,maize,2016,297,1379,1398,1379,2016-04-01,Ahmadnagar,4,maize_rahata,multiplicative,1418.125,1411.5913842483624
rahata,maize,2016,69,1443,1443,1443,2016-05-01,Ahmadnagar,5,maize_rahata,multiplicative,1520.0,1417.1931974520658
rahata,maize,2016,25,1713,1713,1713,2016-06-01,Ahmadnagar,6,maize_rahata,multiplicative,1577.25,1736.0261536363862
rahata,maize,2016,3,1751,1751,1751,2016-07-01,Ahmadnagar,7,maize_rahata,multiplicative,1600.25,1719.7988698090135
rahata,maize,2016,4,1425,1425,1425,2016-08-01,Ahmadnagar,8,maize_rahata,multiplicative,1543.125,1458.6785515256827
rahata,maize,2016,3,1581,1581,1581,2016-09-01,Ahmadnagar,9,maize_rahata,multiplicative,1380.125,1552.7251872291863
savner,soybean,2014,4198,3109,3303,3208,2014-11-01,Nagpur,11,soybean_savner,multiplicative,3053.5,3192.9514744890466
savner,soybean,2014,2719,3065,3234,3151,2014-12-01,Nagpur,12,soybean_savner,multiplicative,3126.75,3158.838467385069
savner,soybean,2015,1238,3106,3246,3174,2015-01-01,Nagpur,1,soybean_savner,multiplicative,3131.5,3215.2925206092773
savner,soybean,2015,1082,3032,3155,3093,2015-02-01,Nagpur,2,soybean_savner,multiplicative,3097.625,3060.5249727248934
savner,soybean,2015,324,2942,3073,3008,2015-03-01,Nagpur,3,soybean_savner,multiplicative,3130.0,2993.889661865041
savner,soybean,2015,126,2947,3213,3080,2015-04-01,Nagpur,4,soybean_savner,multiplicative,3175.75,3087.661846888611
savner,soybean,2015,60,3425,3583,3504,2015-05-01,Nagpur,5,soybean_savner,multiplicative,3199.375,3549.5856938295237
savner,soybean,2015,434,2975,3232,3129,2015-06-01,Nagpur,6,soybean_savner,multiplicative,3196.0,3096.1469898662112
savner,soybean,2015,310,3089,3214,3161,2015-07-01,Nagpur,7,soybean_savner,multiplicative,3104.25,3146.1719485224053
savner,soybean,2015,55,2783,2955,2900,2015-08-01,Nagpur,8,soybean_savner,multiplicative,3076.625,2907.2140766159
savner,soybean,2015,10,2750,3000,2950,2015-09-01,Nagpur,9,soybean_savner,multiplicative,3143.25,2988.3783666658373
savner,soybean,2015,1584,3327,3562,3462,2015-10-01,Nagpur,10,soybean_savner,multiplicative,3213.875,3425.6506484234014
savner,soybean,2015,952,3135,3478,3361,2015-11-01,Nagpur,11,soybean_savner,multiplicative,3286.125,3345.2337611464104
savner,soybean,2015,571,3030,3341,3265,2015-12-01,Nagpur,12,soybean_savner,multiplicative,3299.75,3273.1220552244527
savner,soybean,2016,248,3026,3214,3163,2016-01-01,Nagpur,1,soybean_savner,multiplicative,3273.375,3204.149414835269
savner,soybean,2016,1013,3202,3460,3358,2016-02-01,Nagpur,2,soybean_savner,multiplicative,3301.5,3322.7425989040385
savner,soybean,2016,419,3114,3348,3254,2016-03-01,Nagpur,3,soybean_savner,multiplicative,3377.875,3238.735691392568
savner,soybean,2016,676,3306,3725,3597,2016-04-01,Nagpur,4,soybean_savner,multiplicative,3412.125,3605.947942616342
savner,soybean,2016,242,3232,3577,3442,2016-05-01,Nagpur,5,soybean_savner,multiplicative,3417.0,3486.77909764875
savner,soybean,2016,192,3179,3449,3353,2016-06-01,Nagpur,6,soybean_savner,multiplicative,3363.125,3317.7950965233
savner,soybean,2016,77,3144,3367,3298,2016-07-01,Nagpur,7,soybean_savner,multiplicative,3198.5,3282.529290169849
savner,soybean,2016,21,3100,3127,3122,2016-08-01,Nagpur,8,soybean_savner,multiplicative,3002.0,3129.76632661891
savner,soybean,2016,1,2600,2600,2600,2016-09-01,Nagpur,9,soybean_savner,multiplicative,2824.375,2633.8250011292125
rahata,capsicum,2014,44,2300,2850,2560,2014-11-01,Ahmadnagar,11,capsicum_rahata,multiplicative,2480.375,2468.4998057883367
rahata,capsicum,2014,30,2818,3727,3182,2014-12-01,Ahmadnagar,12,capsicum_rahata,multiplicative,2614.375,3006.1529086111464
rahata,capsicum,2015,34,2292,3042,2575,2015-01-01,Ahmadnagar,1,capsicum_rahata,multiplicative,2686.125,2889.3386389156453
rahata,capsicum,2015,42,2045,3009,2518,2015-02-01,Ahmadnagar,2,capsicum_rahata,multiplicative,2532.625,2485.122472850663
rahata,capsicum,2015,58,2000,2850,2379,2015-03-01,Ahmadnagar,3,capsicum_rahata,multiplicative,2276.25,2293.969155457208
rahata,capsicum,2015,46,1904,2442,2135,2015-04-01,Ahmadnagar,4,capsicum_rahata,multiplicative,2104.0,2017.0133437727209
rahata,capsicum,2015,22,1400,1929,1571,2015-05-01,Ahmadnagar,5,capsicum_rahata,multiplicative,1984.875,1762.7770880530013
rahata,capsicum,2015,53,1917,2444,2144,2015-06-01,Ahmadnagar,6,capsicum_rahata,multiplicative,1877.5,2116.005791021375
rahata,capsicum,2015,104,1170,2175,1800,2015-07-01,Ahmadnagar,7,capsicum_rahata,multiplicative,1776.375,1735.6639259449241
rahata,capsicum,2015,71,1318,2273,1855,2015-08-01,Ahmadnagar,8,capsicum_rahata,multiplicative,1617.25,1752.4870036058066
rahata,capsicum,2015,93,854,1238,1042,2015-09-01,Ahmadnagar,9,capsicum_rahata,multiplicative,1464.875,1169.200334660234
rahata,capsicum,2015,54,1125,1688,1400,2015-10-01,Ahmadnagar,10,capsicum_rahata,multiplicative,1373.625,1381.7201993609724
rahata,capsicum,2015,60,1138,1556,1325,2015-11-01,Ahmadnagar,11,capsicum_rahata,multiplicative,1459.0,1277.6415010427913
rahata,capsicum,2015,107,1385,1912,1600,2015-12-01,Ahmadnagar,12,capsicum_rahata,multiplicative,1567.875,1511.5790866680811
rahata,capsicum,2016,69,1650,2300,1980,2016-01-01,Ahmadnagar,1,capsicum_rahata,multiplicative,1593.0,2221.7050505060106
rahata,capsicum,2016,112,1125,1563,1333,2016-02-01,Ahmadnagar,2,capsicum_rahata,multiplicative,1716.125,1315.5950183915545
rahata,capsicum,2016,102,1325,1964,1593,2016-03-01,Ahmadnagar,3,capsicum_rahata,multiplicative,1891.0,1536.062574461258
rahata,capsicum,2016,124,1938,2733,2317,2016-04-01,Ahmadnagar,4,capsicum_rahata,multiplicative,2263.75,2188.955464881215
rahata,capsicum,2016,53,2442,3054,2662,2016-05-01,Ahmadnagar,5,capsicum_rahata,multiplicative,2878.125,2986.9590123469698
rahata,capsicum,2016,52,3333,4000,3633,2016-06-01,Ahmadnagar,6,capsicum_rahata,multiplicative,3213.875,3585.5639173417235
rahata,capsicum,2016,58,3771,4771,4208,2016-07-01,Ahmadnagar,7,capsicum_rahata,multiplicative,3056.25,4057.596555764578
rahata,capsicum,2016,52,1813,2938,2388,2016-08-01,Ahmadnagar,8,capsicum_rahata,multiplicative,2585.625,2256.031786852111
rahata,capsicum,2016,85,1080,1605,1330,2016-09-01,Ahmadnagar,9,capsicum_rahata,multiplicative,1862.375,1492.3574329156536
rahata,bitter gourd,2014,28,2136,2609,2355,2014-11-01,Ahmadnagar,11,bitter gourd_rahata,multiplicative,2176.25,2464.062400881967
rahata,bitter gourd,2014,11,2775,3038,2775,2014-12-01,Ahmadnagar,12,bitter gourd_rahata,multiplicative,2329.375,2445.8325480363856
rahata,bitter gourd,2015,1,2000,2000,2000,2015-01-01,Ahmadnagar,1,bitter gourd_rahata,multiplicative,2613.125,2114.6918465665467
rahata,bitter gourd,2015,2,3000,3000,3000,2015-02-01,Ahmadnagar,2,bitter gourd_rahata,multiplicative,2680.75,3112.310995136956
rahata,bitter gourd,2015,2,3000,3000,3000,2015-02-01,Ahmadnagar,2,bitter gourd_rahata,multiplicative,2714.625,3138.932994754098
rahata,bitter gourd,2015,1,3000,3000,3000,2015-03-01,Ahmadnagar,3,bitter gourd_rahata,multiplicative,2680.75,3112.310995136956
rahata,bitter gourd,2015,1,3000,3000,3000,2015-03-01,Ahmadnagar,3,bitter gourd_rahata,multiplicative,2714.625,3138.932994754098
rahata,bitter gourd,2015,20,2571,2843,2671,2015-04-01,Ahmadnagar,4,bitter gourd_rahata,multiplicative,2689.625,2354.1689138036704
rahata,bitter gourd,2015,5,2375,2500,2375,2015-05-01,Ahmadnagar,5,bitter gourd_rahata,multiplicative,2488.125,2511.196567797774
rahata,bitter gourd,2015,8,2375,2625,2425,2015-06-01,Ahmadnagar,6,bitter gourd_rahata,multiplicative,2245.125,2515.7847210690397
rahata,bitter gourd,2015,36,1388,2400,1963,2015-07-01,Ahmadnagar,7,bitter gourd_rahata,multiplicative,1983.75,2053.9084895674314
rahata,bitter gourd,2015,47,1536,2155,1764,2015-08-01,Ahmadnagar,8,bitter gourd_rahata,multiplicative,1723.25,1554.7562575625889
rahata,bitter gourd,2015,64,1036,1482,1191,2015-09-01,Ahmadnagar,9,bitter gourd_rahata,multiplicative,1557.0,1259.2989946303785
rahata,bitter gourd,2015,43,1325,1800,1525,2015-10-01,Ahmadnagar,10,bitter gourd_rahata,multiplicative,1526.5,1582.0914225279528
rahata,bitter gourd,2015,13,1483,1850,1533,2015-11-01,Ahmadnagar,11,bitter gourd_rahata,multiplicative,1682.125,1603.994760319344
rahata,bitter gourd,2015,17,1900,2250,1950,2015-12-01,Ahmadnagar,12,bitter gourd_rahata,multiplicative,1973.875,1718.693141863406
rahata,bitter gourd,2016,7,1500,2525,2250,2016-01-01,Ahmadnagar,1,bitter gourd_rahata,multiplicative,2420.0,2379.028327387365
rahata,bitter gourd,2016,8,2700,3000,2800,2016-03-01,Ahmadnagar,3,bitter gourd_rahata,multiplicative,3152.75,2904.823595461159
rahata,bitter gourd,2016,30,3636,4136,3827,2016-05-01,Ahmadnagar,5,bitter gourd_rahata,multiplicative,3853.125,4004.232190307978
rahata,bitter gourd,2016,35,5500,5773,5518,2016-06-01,Ahmadnagar,6,bitter gourd_rahata,multiplicative,3962.75,4863.460900924243
rahata,bitter gourd,2016,48,3985,4815,4285,2016-07-01,Ahmadnagar,7,bitter gourd_rahata,multiplicative,3445.125,4530.727281268826
rahata,bitter gourd,2016,56,1367,1917,1642,2016-08-01,Ahmadnagar,8,bitter gourd_rahata,multiplicative,2482.5,1703.471551338294
rahata,bitter gourd,2016,100,656,1011,844,2016-09-01,Ahmadnagar,9,bitter gourd_rahata,multiplicative,1486.875,883.086482524153
kopargaon,sorgum(jawar),2014,39,1260,1775,1476,2014-11-01,Ahmadnagar,11,sorgum(jawar)_kopargaon,multiplicative,1449.75,1439.3707336438683
kopargaon,sorgum(jawar),2014,6,1636,1636,1636,2014-12-01,Ahmadnagar,12,sorgum(jawar)_kopargaon,multiplicative,1428.25,1623.8409368933108
kopargaon,sorgum(jawar),2015,38,1158,1158,1158,2015-01-01,Ahmadnagar,1,sorgum(jawar)_kopargaon,multiplicative,1438.625,1217.9468528850323
kopargaon,sorgum(jawar),2015,1385,1225,1635,1486,2015-02-01,Ahmadnagar,2,sorgum(jawar)_kopargaon,multiplicative,1399.25,1462.1902145660013
kopargaon,sorgum(jawar),2015,2024,1239,1615,1473,2015-03-01,Ahmadnagar,3,sorgum(jawar)_kopargaon,multiplicative,1381.5,1436.4451833722344
kopargaon,sorgum(jawar),2015,672,1070,1421,1324,2015-04-01,Ahmadnagar,4,sorgum(jawar)_kopargaon,multiplicative,1393.875,1314.1597802241706
kopargaon,sorgum(jawar),2015,609,1058,1396,1328,2015-05-01,Ahmadnagar,5,sorgum(jawar)_kopargaon,multiplicative,1359.25,1396.74734078698
kopargaon,sorgum(jawar),2015,354,1172,1500,1415,2015-06-01,Ahmadnagar,6,sorgum(jawar)_kopargaon,multiplicative,1334.875,1392.327828809483
kopargaon,sorgum(jawar),2015,181,1152,1303,1267,2015-07-01,Ahmadnagar,7,sorgum(jawar)_kopargaon,multiplicative,1357.375,1235.5573980533748
kopargaon,sorgum(jawar),2015,30,1310,1337,1335,2015-08-01,Ahmadnagar,8,sorgum(jawar)_kopargaon,multiplicative,1369.0,1325.0780261323775
kopargaon,sorgum(jawar),2015,132,1390,1545,1497,2015-09-01,Ahmadnagar,9,sorgum(jawar)_kopargaon,multiplicative,1394.5,1574.4960611130339
kopargaon,sorgum(jawar),2015,153,1157,1389,1339,2015-10-01,Ahmadnagar,10,sorgum(jawar)_kopargaon,multiplicative,1443.625,1317.5455567320832
kopargaon,sorgum(jawar),2015,39,1309,1681,1547,2015-11-01,Ahmadnagar,11,sorgum(jawar)_kopargaon,multiplicative,1449.625,1508.6087567392033
kopargaon,sorgum(jawar),2015,67,1319,1540,1448,2015-12-01,Ahmadnagar,12,sorgum(jawar)_kopargaon,multiplicative,1479.0,1437.238188643957
kopargaon,sorgum(jawar),2016,660,1274,1483,1432,2016-01-01,Ahmadnagar,1,sorgum(jawar)_kopargaon,multiplicative,1541.5,1506.1311686799363
kopargaon,sorgum(jawar),2016,7144,1330,1740,1639,2016-02-01,Ahmadnagar,2,sorgum(jawar)_kopargaon,multiplicative,1606.75,1612.738735984977
kopargaon,sorgum(jawar),2016,2524,1411,1971,1747,2016-03-01,Ahmadnagar,3,sorgum(jawar)_kopargaon,multiplicative,1686.75,1703.6454415147953
kopargaon,sorgum(jawar),2016,2038,1445,1974,1770,2016-04-01,Ahmadnagar,4,sorgum(jawar)_kopargaon,multiplicative,1744.25,1756.8450234114669
kopargaon,sorgum(jawar),2016,1484,1558,1823,1750,2016-05-01,Ahmadnagar,5,sorgum(jawar)_kopargaon,multiplicative,1765.625,1840.593257814168
kopargaon,sorgum(jawar),2016,704,1554,1845,1781,2016-06-01,Ahmadnagar,6,sorgum(jawar)_kopargaon,multiplicative,1753.125,1752.4635074980135
kopargaon,sorgum(jawar),2016,36,1630,1911,1776,2016-07-01,Ahmadnagar,7,sorgum(jawar)_kopargaon,multiplicative,1712.625,1731.925760807256
kopargaon,sorgum(jawar),2016,303,1518,1721,1641,2016-08-01,Ahmadnagar,8,sorgum(jawar)_kopargaon,multiplicative,1665.125,1628.8037759424956
kopargaon,sorgum(jawar),2016,322,1446,1620,1555,2016-09-01,Ahmadnagar,9,sorgum(jawar)_kopargaon,multiplicative,1665.375,1635.498580514875
kopargaon,bajri,2014,1167,1224,1503,1429,2014-11-01,Ahmadnagar,11,bajri_kopargaon,multiplicative,1390.375,1443.8346030250764
kopargaon,bajri,2014,864,1056,1464,1378,2014-12-01,Ahmadnagar,12,bajri_kopargaon,multiplicative,1398.5,1358.6222519774842
kopargaon,bajri,2015,622,1091,1507,1400,2015-01-01,Ahmadnagar,1,bajri_kopargaon,multiplicative,1401.75,1394.8538977895344
kopargaon,bajri,2015,6169,1065,1477,1411,2015-02-01,Ahmadnagar,2,bajri_kopargaon,multiplicative,1401.875,1421.9170439193476
kopargaon,bajri,2015,475,1119,1496,1407,2015-03-01,Ahmadnagar,3,bajri_kopargaon,multiplicative,1399.5,1421.6062186538015
kopargaon,bajri,2015,354,1164,1469,1401,2015-04-01,Ahmadnagar,4,bajri_kopargaon,multiplicative,1384.75,1381.2988207695612
kopargaon,bajri,2015,747,1086,1417,1358,2015-05-01,Ahmadnagar,5,bajri_kopargaon,multiplicative,1367.25,1353.0082808558482
kopargaon,bajri,2015,618,1037,1391,1335,2015-06-01,Ahmadnagar,6,bajri_kopargaon,multiplicative,1365.75,1345.329024544528
kopargaon,bajri,2015,121,1270,1364,1343,2015-07-01,Ahmadnagar,7,bajri_kopargaon,multiplicative,1383.75,1356.9418277555476
kopargaon,bajri,2015,198,1367,1509,1453,2015-08-01,Ahmadnagar,8,bajri_kopargaon,multiplicative,1408.0,1432.5675849951267
kopargaon,bajri,2015,66,1340,1473,1450,2015-09-01,Ahmadnagar,9,bajri_kopargaon,multiplicative,1445.5,1444.6701084248748
kopargaon,bajri,2015,116,1280,1474,1437,2015-10-01,Ahmadnagar,10,bajri_kopargaon,multiplicative,1502.75,1448.1182084423122
kopargaon,bajri,2015,188,1443,1606,1541,2015-11-01,Ahmadnagar,11,bajri_kopargaon,multiplicative,1545.375,1556.9972870970207
kopargaon,bajri,2015,183,1621,1747,1713,2015-12-01,Ahmadnagar,12,bajri_kopargaon,multiplicative,1579.5,1688.9114061229538
kopargaon,bajri,2016,126,1427,1582,1531,2016-01-01,Ahmadnagar,1,bajri_kopargaon,multiplicative,1606.625,1525.3723696541265
kopargaon,bajri,2016,121,1523,1681,1629,2016-02-01,Ahmadnagar,2,bajri_kopargaon,multiplicative,1614.375,1641.6037310734353
kopargaon,bajri,2016,100,1471,1657,1566,2016-03-01,Ahmadnagar,3,bajri_kopargaon,multiplicative,1658.75,1582.2568147916513
kopargaon,bajri,2016,388,1603,2018,1750,2016-04-01,Ahmadnagar,4,bajri_kopargaon,multiplicative,1723.25,1725.391103744991
kopargaon,bajri,2016,365,1687,1949,1849,2016-05-01,Ahmadnagar,5,bajri_kopargaon,multiplicative,1771.125,1842.203469294892
kopargaon,bajri,2016,112,1725,1874,1827,2016-06-01,Ahmadnagar,6,bajri_kopargaon,multiplicative,1776.25,1841.135676286781
kopargaon,bajri,2016,27,1520,1871,1751,2016-07-01,Ahmadnagar,7,bajri_kopargaon,multiplicative,1728.75,1769.1773197319167
kopargaon,bajri,2016,207,1467,1758,1606,2016-08-01,Ahmadnagar,8,bajri_kopargaon,multiplicative,1644.75,1583.4160643511173
kopargaon,bajri,2016,439,1483,1667,1613,2016-09-01,Ahmadnagar,9,bajri_kopargaon,multiplicative,1536.375,1607.0709550960848
lasalgaon,soybean,2014,8418,1900,3408,3362,2014-11-01,Nasik,11,soybean_lasalgaon,additive,3298.0,3403.5822916666666
lasalgaon,soybean,2014,7836,1713,3336,3289,2014-12-01,Nasik,12,soybean_lasalgaon,additive,3311.5,3287.8947916666666
lasalgaon,soybean,2015,4206,2562,3402,3357,2015-01-01,Nasik,1,soybean_lasalgaon,additive,3324.125,3325.2072916666666
lasalgaon,soybean,2015,2429,2333,3365,3329,2015-02-01,Nasik,2,soybean_lasalgaon,additive,3364.25,3320.315625
lasalgaon,soybean,2015,376,2000,3305,3281,2015-03-01,Nasik,3,soybean_lasalgaon,additive,3480.0,3322.5822916666666
lasalgaon,soybean,2015,4425,2893,3750,3691,2015-04-01,Nasik,4,soybean_lasalgaon,additive,3576.125,3689.8947916666666
lasalgaon,soybean,2015,6734,2789,3956,3881,2015-05-01,Nasik,5,soybean_lasalgaon,additive,3631.25,3849.2072916666666
lasalgaon,soybean,2015,4258,2478,3651,3574,2015-06-01,Nasik,6,soybean_lasalgaon,additive,3609.75,3565.315625
lasalgaon,soybean,2015,1998,2980,3517,3477,2015-07-01,Nasik,7,soybean_lasalgaon,additive,3504.0,3518.5822916666666
