APMC,Commodity,Year,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,month,joined,seasonality,detrended,deseasonalised
anajngaon surji,chillies(red),2015,42,9000,11250,10175,2015-11-01,Amaravathi,11,chillies(red)_anajngaon surji,multiplicative,8573.75,9788.485157005629
anajngaon surji,chillies(red),2015,113,8000,40500,8400,2015-12-01,Amaravathi,12,chillies(red)_anajngaon surji,multiplicative,8772.625,8388.02049939508
anajngaon surji,chillies(red),2016,177,7510,9620,8150,2016-01-01,Amaravathi,1,chillies(red)_anajngaon surji,multiplicative,8800.625,8496.243633428048
anajngaon surji,chillies(red),2016,148,7850,8850,8315,2016-02-01,Amaravathi,2,chillies(red)_anajngaon surji,multiplicative,9019.375,8316.349738594508
anajngaon surji,chillies(red),2016,83,8625,12250,10500,2016-03-01,Amaravathi,3,chillies(red)_anajngaon surji,multiplicative,9473.75,10101.139474059863
anajngaon surji,chillies(red),2016,72,8375,10638,9825,2016-04-01,Amaravathi,4,chillies(red)_anajngaon surji,multiplicative,9960.625,9810.988262685316
anajngaon surji,chillies(red),2016,58,7400,11100,10360,2016-05-01,Amaravathi,5,chillies(red)_anajngaon surji,multiplicative,9771.25,10800.133011326941
anajngaon surji,chillies(red),2016,12,6500,8200,7300,2016-08-01,Amaravathi,8,chillies(red)_anajngaon surji,multiplicative,8448.125,7022.696967679713
anajngaon surji,chillies(red),2016,12,7288,9000,8125,2016-09-01,Amaravathi,9,chillies(red)_anajngaon surji,multiplicative,7575.0,8113.412685426788
lonand,bajri,2014,166,1290,1746,1550,2014-09-01,Satara,9,bajri_lonand,multiplicative,1539.375,1526.9270636138642
lonand,bajri,2015,57,1375,1640,1550,2015-08-01,Satara,8,bajri_lonand,multiplicative,1539.375,1526.9270636138642
lonand,bajri,2014,285,1283,1967,1683,2014-11-01,Satara,11,bajri_lonand,multiplicative,1544.75,1653.049995403928
lonand,bajri,2014,210,1263,1703,1538,2014-12-01,Satara,12,bajri_lonand,multiplicative,1538.75,1515.105692798789
lonand,bajri,2014,210,1263,1703,1538,2014-12-01,Satara,12,bajri_lonand,multiplicative,1522.25,1510.6303582479152
lonand,bajri,2014,210,1263,1703,1538,2014-12-01,Satara,12,bajri_lonand,multiplicative,1564.25,1580.0060405375868
lonand,bajri,2015,82,1344,1688,1538,2015-07-01,Satara,7,bajri_lonand,multiplicative,1538.75,1515.105692798789
lonand,bajri,2015,82,1344,1688,1538,2015-07-01,Satara,7,bajri_lonand,multiplicative,1522.25,1510.6303582479152
lonand,bajri,2015,82,1344,1688,1538,2015-07-01,Satara,7,bajri_lonand,multiplicative,1564.25,1580.0060405375868
lonand,bajri,2015,223,1306,1738,1538,2015-09-01,Satara,9,bajri_lonand,multiplicative,1538.75,1515.105692798789
lonand,bajri,2015,223,1306,1738,1538,2015-09-01,Satara,9,bajri_lonand,multiplicative,1522.25,1510.6303582479152
lonand,bajri,2015,223,1306,1738,1538,2015-09-01,Satara,9,bajri_lonand,multiplicative,1564.25,1580.0060405375868
lonand,bajri,2016,638,1375,1696,1538,2016-10-01,Satara,10,bajri_lonand,multiplicative,1538.75,1515.105692798789
lonand,bajri,2016,638,1375,1696,1538,2016-10-01,Satara,10,bajri_lonand,multiplicative,1522.25,1510.6303582479152
lonand,bajri,2016,638,1375,1696,1538,2016-10-01,Satara,10,bajri_lonand,multiplicative,1564.25,1580.0060405375868
lonand,bajri,2015,153,1290,1670,1490,2015-01-01,Satara,1,bajri_lonand,multiplicative,1514.25,1530.6950587782865
lonand,bajri,2015,75,1344,1588,1450,2015-02-01,Satara,2,bajri_lonand,multiplicative,1488.5,1459.6963642556473
lonand,bajri,2015,151,1288,1626,1475,2015-03-01,Satara,3,bajri_lonand,multiplicative,1488.5,1448.7514814146132
lonand,bajri,2015,56,1260,1725,1540,2015-04-01,Satara,4,bajri_lonand,multiplicative,1493.0,1517.0759212679682
lonand,bajri,2015,60,1281,1638,1488,2015-05-01,Satara,5,bajri_lonand,multiplicative,1505.625,1528.6404345383155
lonand,bajri,2015,60,1281,1638,1488,2015-05-01,Satara,5,bajri_lonand,multiplicative,1514.75,1497.950475870623
lonand,bajri,2015,60,1281,1638,1488,2015-05-01,Satara,5,bajri_lonand,multiplicative,1575.0,1528.6404345383155
lonand,bajri,2015,126,1269,1674,1488,2015-06-01,Satara,6,bajri_lonand,multiplicative,1505.625,1528.6404345383155
lonand,bajri,2015,126,1269,1674,1488,2015-06-01,Satara,6,bajri_lonand,multiplicative,1514.75,1497.950475870623
lonand,bajri,2015,126,1269,1674,1488,2015-06-01,Satara,6,bajri_lonand,multiplicative,1575.0,1528.6404345383155
lonand,bajri,2016,253,1325,1655,1488,2016-01-01,Satara,1,bajri_lonand,multiplicative,1505.625,1528.6404345383155
lonand,bajri,2016,253,1325,1655,1488,2016-01-01,Satara,1,bajri_lonand,multiplicative,1514.75,1497.950475870623
lonand,bajri,2016,253,1325,1655,1488,2016-01-01,Satara,1,bajri_lonand,multiplicative,1575.0,1528.6404345383155
lonand,bajri,2015,525,1363,1746,1575,2015-10-01,Satara,10,bajri_lonand,multiplicative,1582.0,1585.5322577259617
lonand,bajri,2015,376,1317,1901,1650,2015-11-01,Satara,11,bajri_lonand,multiplicative,1579.5,1620.6372503960079
lonand,bajri,2015,471,1330,1770,1580,2015-12-01,Satara,12,bajri_lonand,multiplicative,1574.875,1556.480490651552
lonand,bajri,2016,116,1381,1782,1588,2016-02-01,Satara,2,bajri_lonand,multiplicative,1602.625,1598.6191906468744
lonand,bajri,2016,66,1450,1828,1638,2016-03-01,Satara,3,bajri_lonand,multiplicative,1681.75,1608.850797665855
lonand,bajri,2016,75,1563,2029,1813,2016-04-01,Satara,4,bajri_lonand,multiplicative,1772.0,1786.0121073109262
lonand,bajri,2016,75,1563,2029,1813,2016-04-01,Satara,4,bajri_lonand,multiplicative,1795.0,1780.73656664725
lonand,bajri,2016,282,1700,1925,1813,2016-07-01,Satara,7,bajri_lonand,multiplicative,1772.0,1786.0121073109262
lonand,bajri,2016,282,1700,1925,1813,2016-07-01,Satara,7,bajri_lonand,multiplicative,1795.0,1780.73656664725
lonand,bajri,2016,65,1663,2116,1888,2016-05-01,Satara,5,bajri_lonand,multiplicative,1834.125,1939.5652825324864
lonand,bajri,2016,98,1630,2160,1910,2016-06-01,Satara,6,bajri_lonand,multiplicative,1849.75,1922.7724522264043
lonand,bajri,2016,113,1538,1969,1763,2016-08-01,Satara,8,bajri_lonand,multiplicative,1700.0,1736.756395581447
lonand,bajri,2016,173,1413,1615,1500,2016-09-01,Satara,9,bajri_lonand,multiplicative,1628.5,1540.9681799781406
karad,green chilli,2014,87,2514,3243,2807,2014-11-01,Satara,11,green chilli_karad,multiplicative,2581.0,2596.676060875641
karad,green chilli,2014,99,2175,2800,2469,2014-12-01,Satara,12,green chilli_karad,multiplicative,2677.0,2510.217839957568
karad,green chilli,2015,129,2436,3165,2792,2015-01-01,Satara,1,green chilli_karad,multiplicative,2759.875,2944.5805909150477
karad,green chilli,2015,126,2714,3314,3021,2015-02-01,Satara,2,green chilli_karad,multiplicative,2722.25,3060.0459426131697
karad,green chilli,2015,195,2433,3100,2708,2015-03-01,Satara,3,green chilli_karad,multiplicative,2646.5,2505.093969665563
karad,green chilli,2015,204,2058,2475,2267,2015-04-01,Satara,4,green chilli_karad,multiplicative,2609.0,2304.8456229987064
karad,green chilli,2015,75,2125,2688,2388,2015-05-01,Satara,5,green chilli_karad,multiplicative,2721.0,2518.502310567741
karad,green chilli,2015,72,2583,3167,3125,2015-06-01,Satara,6,green chilli_karad,multiplicative,2854.125,3165.390126006672
karad,green chilli,2015,24,3000,3500,3500,2015-07-01,Satara,7,green chilli_karad,multiplicative,2777.25,3237.7506993461852
karad,green chilli,2015,45,2040,2540,2540,2015-08-01,Satara,8,green chilli_karad,multiplicative,2442.25,2582.4031241361777
karad,green chilli,2015,57,1043,1500,1500,2015-09-01,Satara,9,green chilli_karad,multiplicative,1937.0,1581.9738131706918
karad,green chilli,2015,3156,947,1333,1333,2015-10-01,Satara,10,green chilli_karad,multiplicative,1620.375,1350.228812149406
karad,green chilli,2015,39,850,1250,1250,2015-11-01,Satara,11,green chilli_karad,multiplicative,1823.0,1156.3395354807806
karad,green chilli,2015,282,1705,2257,2257,2015-12-01,Satara,12,green chilli_karad,multiplicative,2330.875,2294.6786815650994
karad,green chilli,2016,342,2816,3404,3404,2016-01-01,Satara,1,green chilli_karad,multiplicative,3022.25,3590.0259066886897
karad,green chilli,2016,321,2828,3492,3492,2016-02-01,Satara,2,green chilli_karad,multiplicative,3803.125,3537.1335424048953
karad,green chilli,2016,408,3796,4622,4622,2016-03-01,Satara,3,green chilli_karad,multiplicative,4543.0,4275.681066393734
karad,green chilli,2016,438,4396,5132,5132,2016-04-01,Satara,4,green chilli_karad,multiplicative,5097.625,5217.674343727112
karad,green chilli,2016,441,5519,6448,6448,2016-05-01,Satara,5,green chilli_karad,multiplicative,5436.875,6800.3780982164135
karad,green chilli,2016,423,4119,4885,4885,2016-06-01,Satara,6,green chilli_karad,multiplicative,5396.125,4948.137844973629
karad,green chilli,2016,375,5130,5943,5943,2016-07-01,Satara,7,green chilli_karad,multiplicative,4572.875,5497.7006874898225
karad,green chilli,2016,420,2873,3485,3485,2016-08-01,Satara,8,green chilli_karad,multiplicative,3509.375,3543.1790896120388
karad,green chilli,2016,480,1057,1509,1509,2016-09-01,Satara,9,green chilli_karad,multiplicative,2454.875,1591.4656560497158
karad,ridge gourd,2014,54,1900,2543,2214,2014-11-01,Satara,11,ridge gourd_karad,additive,2112.0,1783.4557291666665
karad,ridge gourd,2014,36,2025,2613,2313,2014-12-01,Satara,12,ridge gourd_karad,additive,2213.625,2541.0494791666665
karad,ridge gourd,2015,63,1892,2625,2258,2015-01-01,Satara,1,ridge gourd_karad,additive,2286.125,2739.5182291666665
karad,ridge gourd,2015,54,2056,2700,2356,2015-02-01,Satara,2,ridge gourd_karad,additive,2231.75,2076.9765625
karad,ridge gourd,2015,60,1964,2493,2221,2015-03-01,Satara,3,ridge gourd_karad,additive,2129.25,1790.4557291666665
karad,ridge gourd,2015,87,1650,2092,1871,2015-04-01,Satara,4,ridge gourd_karad,additive,2147.875,2099.0494791666665
karad,ridge gourd,2015,81,1620,2150,1880,2015-05-01,Satara,5,ridge gourd_karad,additive,2373.625,2361.5182291666665
karad,ridge gourd,2015,75,2444,2944,2883,2015-06-01,Satara,6,ridge gourd_karad,additive,2540.75,2603.9765625
karad,ridge gourd,2015,9,3000,3500,3500,2015-07-01,Satara,7,ridge gourd_karad,additive,2409.875,3069.4557291666665
karad,ridge gourd,2015,60,1614,1929,1929,2015-08-01,Satara,8,ridge gourd_karad,additive,2151.5,2157.0494791666665
karad,ridge gourd,2015,51,625,775,775,2015-09-01,Satara,9,ridge gourd_karad,additive,1887.5,1256.5182291666665
karad,ridge gourd,2015,66,1507,1921,1921,2015-10-01,Satara,10,ridge gourd_karad,additive,1740.125,1641.9765625
karad,ridge gourd,2015,21,1750,2350,2350,2015-11-01,Satara,11,ridge gourd_karad,additive,2164.625,1919.4557291666665
karad,ridge gourd,2015,3,1600,2200,1900,2015-12-01,Satara,12,ridge gourd_karad,additive,2665.125,2128.0494791666665
karad,bottle gourd,2014,30,1071,1486,1271,2014-11-01,Satara,11,bottle gourd_karad,additive,1170.5,1123.4697916666667
karad,bottle gourd,2014,45,813,1200,1006,2014-12-01,Satara,12,bottle gourd_karad,additive,1068.25,1068.2197916666667
karad,bottle gourd,2015,48,856,1133,994,2015-01-01,Satara,1,bottle gourd_karad,additive,948.125,1122.740625
karad,bottle gourd,2015,66,556,844,700,2015-02-01,Satara,2,bottle gourd_karad,additive,887.625,656.5697916666667
karad,bottle gourd,2015,69,773,1055,914,2015-03-01,Satara,3,bottle gourd_karad,additive,836.375,766.4697916666667
karad,bottle gourd,2015,72,775,983,879,2015-04-01,Satara,4,bottle gourd_karad,additive,858.875,941.2197916666667
karad,bottle gourd,2015,75,611,811,711,2015-05-01,Satara,5,bottle gourd_karad,additive,971.25,839.740625
karad,bottle gourd,2015,51,900,1188,1163,2015-06-01,Satara,6,bottle gourd_karad,additive,1018.375,1119.5697916666666
karad,bottle gourd,2015,12,1000,1350,1350,2015-07-01,Satara,7,bottle gourd_karad,additive,1017.5,1202.4697916666667
karad,bottle gourd,2015,33,660,820,820,2015-08-01,Satara,8,bottle gourd_karad,additive,1024.5,882.2197916666667
karad,bottle gourd,2015,54,606,763,763,2015-09-01,Satara,9,bottle gourd_karad,additive,1000.0,891.740625
karad,bottle gourd,2015,63,875,1167,1167,2015-10-01,Satara,10,bottle gourd_karad,additive,999.25,1123.5697916666666
karad,bottle gourd,2015,15,800,1150,1150,2015-11-01,Satara,11,bottle gourd_karad,additive,1062.125,1002.4697916666667
karad,bottle gourd,2015,114,732,1014,1014,2015-12-01,Satara,12,bottle gourd_karad,additive,1075.375,1076.2197916666667
karad,bottle gourd,2016,117,732,1072,1072,2016-01-01,Satara,1,bottle gourd_karad,additive,1058.125,1200.740625
karad,bottle gourd,2016,96,636,964,964,2016-02-01,Satara,2,bottle gourd_karad,additive,1098.0,920.5697916666667
karad,bottle gourd,2016,90,848,1215,1215,2016-03-01,Satara,3,bottle gourd_karad,additive,1168.375,1067.4697916666667
karad,bottle gourd,2016,90,872,1268,1268,2016-04-01,Satara,4,bottle gourd_karad,additive,1295.625,1330.2197916666667
karad,bottle gourd,2016,111,956,1381,1381,2016-05-01,Satara,5,bottle gourd_karad,additive,1431.75,1509.740625
karad,bottle gourd,2016,138,1192,1673,1673,2016-06-01,Satara,6,bottle gourd_karad,additive,1469.25,1629.5697916666666
karad,bottle gourd,2016,93,1143,1595,1595,2016-07-01,Satara,7,bottle gourd_karad,additive,1382.125,1447.4697916666667
karad,bottle gourd,2016,96,815,1188,1188,2016-08-01,Satara,8,bottle gourd_karad,additive,1252.875,1250.2197916666667
karad,bottle gourd,2016,90,495,764,764,2016-09-01,Satara,9,bottle gourd_karad,additive,1075.375,892.740625
karad,bitter gourd,2014,39,2500,2986,2743,2014-11-01,Satara,11,bitter gourd_karad,additive,2331.5,2317.319791666667
karad,bitter gourd,2014,39,2100,2663,2381,2014-12-01,Satara,12,bitter gourd_karad,additive,2435.0,2444.965625
karad,bitter gourd,2015,66,2091,2873,2486,2015-01-01,Satara,1,bitter gourd_karad,additive,2495.875,2881.4239583333333
karad,bitter gourd,2015,66,2256,2833,2522,2015-02-01,Satara,2,bitter gourd_karad,additive,2453.375,2488.290625
karad,bitter gourd,2015,105,2192,2700,2446,2015-03-01,Satara,3,bitter gourd_karad,additive,2440.375,2020.3197916666668
karad,bitter gourd,2015,63,2125,2583,2338,2015-04-01,Satara,4,bitter gourd_karad,additive,2492.5,2401.965625
karad,bitter gourd,2015,60,2225,2675,2425,2015-05-01,Satara,5,bitter gourd_karad,additive,2715.25,2820.4239583333333
karad,bitter gourd,2015,48,2500,3063,3000,2015-06-01,Satara,6,bitter gourd_karad,additive,2888.5,2966.290625
karad,bitter gourd,2015,9,3000,3750,3750,2015-07-01,Satara,7,bitter gourd_karad,additive,2734.75,3324.319791666667
karad,bitter gourd,2015,36,1900,2420,2420,2015-08-01,Satara,8,bitter gourd_karad,additive,2402.625,2483.965625
karad,bitter gourd,2015,54,919,1113,1113,2015-09-01,Satara,9,bitter gourd_karad,additive,2022.0,1508.4239583333333
karad,bitter gourd,2015,75,1245,1673,1655,2015-10-01,Satara,10,bitter gourd_karad,additive,1816.625,1621.290625
karad,bitter gourd,2015,21,1550,2050,2050,2015-11-01,Satara,11,bitter gourd_karad,additive,2043.125,1624.3197916666668
karad,bitter gourd,2015,114,1968,2477,2477,2015-12-01,Satara,12,bitter gourd_karad,additive,2411.625,2540.965625
karad,bitter gourd,2016,69,2386,2868,2868,2016-01-01,Satara,1,bitter gourd_karad,additive,2712.625,3263.4239583333333
karad,bitter gourd,2016,78,2309,2848,2848,2016-02-01,Satara,2,bitter gourd_karad,additive,2989.375,2814.290625
karad,bitter gourd,2016,93,2638,3265,3265,2016-03-01,Satara,3,bitter gourd_karad,additive,3191.375,2839.319791666667
karad,bitter gourd,2016,87,2992,3476,3476,2016-04-01,Satara,4,bitter gourd_karad,additive,3447.625,3539.965625
karad,bitter gourd,2016,147,2915,3485,3485,2016-05-01,Satara,5,bitter gourd_karad,additive,3805.5,3880.4239583333333
karad,bitter gourd,2016,117,3673,4281,4281,2016-06-01,Satara,6,bitter gourd_karad,additive,3897.875,4247.290625
karad,bitter gourd,2016,96,4029,4695,4695,2016-07-01,Satara,7,bitter gourd_karad,additive,3543.75,4269.319791666667
karad,bitter gourd,2016,135,2238,2785,2785,2016-08-01,Satara,8,bitter gourd_karad,additive,2961.375,2848.965625
karad,bitter gourd,2016,162,970,1343,1343,2016-09-01,Satara,9,bitter gourd_karad,additive,2231.25,1738.4239583333333
karad,cabbage,2014,93,543,736,636,2014-11-01,Satara,11,cabbage_karad,additive,686.75,620.8416666666667
karad,cabbage,2014,84,714,1029,871,2014-12-01,Satara,12,cabbage_karad,additive,716.25,898.05
karad,cabbage,2015,174,627,973,818,2015-01-01,Satara,1,cabbage_karad,additive,703.125,899.675
karad,cabbage,2015,138,389,656,522,2015-02-01,Satara,2,cabbage_karad,additive,635.625,428.43333333333334
karad,cabbage,2015,189,458,675,567,2015-03-01,Satara,3,cabbage_karad,additive,537.75,551.8416666666667
karad,cabbage,2015,204,342,458,400,2015-04-01,Satara,4,cabbage_karad,additive,508.5,427.05
karad,cabbage,2015,204,342,458,400,2015-04-01,Satara,4,cabbage_karad,additive,499.5,384.84166666666664
karad,cabbage,2015,27,300,400,400,2015-07-01,Satara,7,cabbage_karad,additive,508.5,427.05
karad,cabbage,2015,27,300,400,400,2015-07-01,Satara,7,cabbage_karad,additive,499.5,384.84166666666664
karad,cabbage,2015,111,438,563,506,2015-05-01,Satara,5,cabbage_karad,additive,497.375,587.675
karad,cabbage,2015,84,486,614,600,2015-06-01,Satara,6,cabbage_karad,additive,491.5,506.43333333333334
karad,cabbage,2015,75,420,520,520,2015-08-01,Satara,8,cabbage_karad,additive,515.0,547.05
karad,cabbage,2015,117,350,450,450,2015-09-01,Satara,9,cabbage_karad,additive,565.0,531.675
karad,cabbage,2015,168,570,780,780,2015-10-01,Satara,10,cabbage_karad,additive,658.5,686.4333333333334
karad,cabbage,2015,105,400,620,620,2015-11-01,Satara,11,cabbage_karad,additive,788.25,604.8416666666667
karad,cabbage,2015,360,700,1048,1048,2015-12-01,Satara,12,cabbage_karad,additive,833.5,1075.05
karad,cabbage,2016,318,652,960,960,2016-01-01,Satara,1,cabbage_karad,additive,806.0,1041.675
karad,cabbage,2016,315,404,632,632,2016-02-01,Satara,2,cabbage_karad,additive,735.5,538.4333333333334
karad,cabbage,2016,363,374,548,548,2016-03-01,Satara,3,cabbage_karad,additive,640.625,532.8416666666667
karad,cabbage,2016,324,368,556,556,2016-04-01,Satara,4,cabbage_karad,additive,741.75,583.05
karad,cabbage,2016,348,485,693,693,2016-05-01,Satara,5,cabbage_karad,additive,1025.625,774.675
karad,cabbage,2016,258,1258,1708,1708,2016-06-01,Satara,6,cabbage_karad,additive,1211.75,1614.4333333333334
karad,cabbage,2016,252,1186,1743,1743,2016-07-01,Satara,7,cabbage_karad,additive,1220.625,1727.8416666666667
karad,cabbage,2016,315,588,850,850,2016-08-01,Satara,8,cabbage_karad,additive,1042.75,877.05
karad,cabbage,2016,402,287,470,470,2016-09-01,Satara,9,cabbage_karad,additive,740.375,551.675
karad,capsicum,2014,36,3000,3580,3280,2014-11-01,Satara,11,capsicum_karad,multiplicative,2183.5,2896.7673328194687
karad,capsicum,2014,67,1700,2500,2100,2014-12-01,Satara,12,capsicum_karad,multiplicative,2331.875,2209.3202574652487
karad,capsicum,2015,123,1950,2500,2225,2015-01-01,Satara,1,capsicum_karad,multiplicative,2303.0,2601.801840402982
karad,capsicum,2015,90,1625,2313,1956,2015-02-01,Satara,2,capsicum_karad,multiplicative,2183.5,1841.7937741879118
karad,capsicum,2015,99,2300,2900,2582,2015-03-01,Satara,3,capsicum_karad,multiplicative,2127.25,2280.3211138231304
karad,capsicum,2015,96,1625,2142,1842,2015-04-01,Satara,4,capsicum_karad,multiplicative,2176.5,1937.8894829766612
karad,capsicum,2015,51,1783,2317,2033,2015-05-01,Satara,5,capsicum_karad,multiplicative,2239.5,2377.2868051861856
karad,capsicum,2015,57,2000,2583,2542,2015-06-01,Satara,6,capsicum_karad,multiplicative,2230.25,2393.578616557092
karad,capsicum,2015,15,2000,2500,2500,2015-07-01,Satara,7,capsicum_karad,multiplicative,2077.125,2207.9019305026436
karad,capsicum,2015,27,1525,1850,1850,2015-08-01,Satara,8,capsicum_karad,multiplicative,1816.75,1946.3059411003383
karad,capsicum,2015,21,667,800,800,2015-09-01,Satara,9,capsicum_karad,multiplicative,1579.25,935.4793134033195
karad,capsicum,2015,120,1283,1692,1692,2015-10-01,Satara,10,capsicum_karad,multiplicative,1466.75,1593.2081114140833
karad,capsicum,2015,42,900,1450,1450,2015-11-01,Satara,11,capsicum_karad,multiplicative,1665.75,1280.5831196915335
karad,capsicum,2015,213,1556,2000,2000,2015-12-01,Satara,12,capsicum_karad,multiplicative,1887.0,2104.114530919285
karad,capsicum,2016,138,1771,2242,2242,2016-01-01,Satara,1,capsicum_karad,multiplicative,2022.25,2621.6807758128025
karad,capsicum,2016,144,1512,2020,2020,2016-02-01,Satara,2,capsicum_karad,multiplicative,2196.0,1902.0569651633855
karad,capsicum,2016,183,1707,2204,2204,2016-03-01,Satara,3,capsicum_karad,multiplicative,2405.0,1946.4863419311307
karad,capsicum,2016,156,2104,2636,2636,2016-04-01,Satara,4,capsicum_karad,multiplicative,2803.125,2773.222951751617
karad,capsicum,2016,186,2752,3278,3278,2016-05-01,Satara,5,capsicum_karad,multiplicative,3232.5,3833.1264866701013
karad,capsicum,2016,144,3485,4169,4169,2016-06-01,Satara,6,capsicum_karad,multiplicative,3362.75,3925.58192463671
karad,capsicum,2016,135,2919,3490,3490,2016-07-01,Satara,7,capsicum_karad,multiplicative,3069.75,3082.2310949816906
karad,capsicum,2016,150,1869,2392,2392,2016-08-01,Satara,8,capsicum_karad,multiplicative,2442.625,2516.5209789794644
karad,capsicum,2016,165,830,1178,1178,2016-09-01,Satara,9,capsicum_karad,multiplicative,1770.75,1377.4932889863878
kalamb (os),soybean,2014,29996,3192,3353,3323,2014-11-01,Osmanabad,11,soybean_kalamb (os),multiplicative,3241.125,3347.4324195518534
kalamb (os),soybean,2014,14107,3087,3300,3279,2014-12-01,Osmanabad,12,soybean_kalamb (os),multiplicative,3269.0,3282.9339733766974
kalamb (os),soybean,2015,7448,3197,3317,3280,2015-01-01,Osmanabad,1,soybean_kalamb (os),multiplicative,3286.0,3255.667229347695
kalamb (os),soybean,2015,4676,3191,3317,3298,2015-02-01,Osmanabad,2,soybean_kalamb (os),multiplicative,3320.0,3294.6289671642685
kalamb (os),soybean,2015,2872,3128,3272,3251,2015-03-01,Osmanabad,3,soybean_kalamb (os),multiplicative,3435.125,3274.9030382073656
kalamb (os),soybean,2015,3222,3380,3660,3623,2015-04-01,Osmanabad,4,soybean_kalamb (os),multiplicative,3544.875,3627.3466866556187
kalamb (os),soybean,2015,2385,3777,3886,3857,2015-05-01,Osmanabad,5,soybean_kalamb (os),multiplicative,3612.25,3828.3867389006277
kalamb (os),soybean,2015,3158,3539,3617,3599,2015-06-01,Osmanabad,6,soybean_kalamb (os),multiplicative,3600.75,3595.3213016446944
kalamb (os),soybean,2015,955,3380,3510,3489,2015-07-01,Osmanabad,7,soybean_kalamb (os),multiplicative,3495.125,3514.652937651645
kalamb (os),soybean,2015,548,3214,3311,3293,2015-08-01,Osmanabad,8,soybean_kalamb (os),multiplicative,3433.375,3296.950769847351
kalamb (os),soybean,2015,1192,3225,3360,3342,2015-09-01,Osmanabad,9,soybean_kalamb (os),multiplicative,3463.75,3317.2072806341453
kalamb (os),soybean,2015,28113,3109,3774,3620,2015-10-01,Osmanabad,10,soybean_kalamb (os),multiplicative,3532.875,3616.2998366084453
kalamb (os),soybean,2015,11681,3415,3777,3711,2015-11-01,Osmanabad,11,soybean_kalamb (os),multiplicative,3619.875,3738.2851967971496
kalamb (os),soybean,2015,8485,3246,3706,3624,2015-12-01,Osmanabad,12,soybean_kalamb (os),multiplicative,3679.25,3628.347886403523
kalamb (os),soybean,2016,4277,3386,3761,3707,2016-01-01,Osmanabad,1,soybean_kalamb (os),multiplicative,3693.75,3679.4995180463125
kalamb (os),soybean,2016,2774,3554,3769,3730,2016-02-01,Osmanabad,2,soybean_kalamb (os),multiplicative,3734.625,3726.187400704282
kalamb (os),soybean,2016,1454,3447,3759,3717,2016-03-01,Osmanabad,3,soybean_kalamb (os),multiplicative,3798.375,3744.32931190919
kalamb (os),soybean,2016,2512,3763,4025,3945,2016-04-01,Osmanabad,4,soybean_kalamb (os),multiplicative,3835.5,3949.7330054806557
kalamb (os),soybean,2016,1273,3628,3953,3896,2016-05-01,Osmanabad,5,soybean_kalamb (os),multiplicative,3845.25,3867.0974163227497
kalamb (os),soybean,2016,1976,3595,3879,3838,2016-06-01,Osmanabad,6,soybean_kalamb (os),multiplicative,3784.25,3834.077009089285
kalamb (os),soybean,2016,381,3492,3738,3687,2016-07-01,Osmanabad,7,soybean_kalamb (os),multiplicative,3640.5,3714.108736348987
kalamb (os),soybean,2016,1247,3342,3511,3487,2016-08-01,Osmanabad,8,soybean_kalamb (os),multiplicative,3400.375,3491.1835209406963
kalamb (os),soybean,2016,1323,2736,3421,3204,2016-09-01,Osmanabad,9,soybean_kalamb (os),multiplicative,3116.875,3180.2310374481754
kalamb (os),sunflower,2014,117,2606,2940,2895,2014-11-01,Osmanabad,11,sunflower_kalamb (os),multiplicative,2858.0,2905.099237678518
kalamb (os),sunflower,2014,56,2849,2988,2967,2014-12-01,Osmanabad,12,sunflower_kalamb (os),multiplicative,2922.75,3002.5392789340845
kalamb (os),sunflower,2015,340,2949,2986,2986,2015-01-01,Osmanabad,1,sunflower_kalamb (os),multiplicative,2976.625,2973.090307373465
kalamb (os),sunflower,2015,21,2980,3019,3012,2015-02-01,Osmanabad,2,sunflower_kalamb (os),multiplicative,2998.125,2979.315093341188
kalamb (os),sunflower,2015,26,2968,2997,2988,2015-03-01,Osmanabad,3,sunflower_kalamb (os),multiplicative,3014.875,2998.4236691479837
kalamb (os),sunflower,2015,41,2933,3057,3046,2015-04-01,Osmanabad,4,sunflower_kalamb (os),multiplicative,3031.75,3082.48555565663
kalamb (os),sunflower,2015,23,2718,3044,3041,2015-05-01,Osmanabad,5,sunflower_kalamb (os),multiplicative,3050.125,3027.852520000906
kalamb (os),sunflower,2015,12,3077,3106,3092,2015-06-01,Osmanabad,6,sunflower_kalamb (os),multiplicative,3039.0,3058.4469683303296
kalamb (os),sunflower,2015,8,3005,3055,3055,2015-07-01,Osmanabad,7,sunflower_kalamb (os),multiplicative,3033.25,3065.6573993464153
kalamb (os),sunflower,2015,3,2890,2890,2890,2015-08-01,Osmanabad,8,sunflower_kalamb (os),multiplicative,3050.0,2924.6169585842613
kalamb (os),sunflower,2015,2,3011,3151,3151,2015-09-01,Osmanabad,9,sunflower_kalamb (os),multiplicative,3084.25,3137.3769452557895
kalamb (os),sunflower,2015,14,3034,3121,3116,2015-10-01,Osmanabad,10,sunflower_kalamb (os),multiplicative,3178.875,3082.186530827072
kalamb (os),sunflower,2015,31,3227,3336,3305,2015-11-01,Osmanabad,11,sunflower_kalamb (os),multiplicative,3277.75,3316.529526952505
kalamb (os),sunflower,2015,623,3273,3466,3397,2015-12-01,Osmanabad,12,sunflower_kalamb (os),multiplicative,3362.25,3437.689899069459
