APMC,Commodity,Year,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,month,joined,j_date,cycle,trend
akole,bajri,2014,25,1467,1733,1650,2014-09-01,Ahmadnagar,9,bajri_akole,bajri_akole_2014_9,113.33165202677287,1536.6683479732271
akole,bajri,2014,30,1390,1700,1560,2014-10-01,Ahmadnagar,10,bajri_akole,bajri_akole_2014_10,20.93193543889265,1539.0680645611073
akole,bajri,2014,67,1400,1700,1550,2014-11-01,Ahmadnagar,11,bajri_akole,bajri_akole_2014_11,8.461386568495982,1541.538613431504
akole,bajri,2014,40,1375,1750,1563,2014-12-01,Ahmadnagar,12,bajri_akole,bajri_akole_2014_12,18.83609067341672,1544.1639093265833
akole,bajri,2015,74,1395,1840,1580,2015-01-01,Ahmadnagar,1,bajri_akole,bajri_akole_2015_1,32.96684464488362,1547.0331553551164
akole,bajri,2015,4855,1014,1351,1196,2015-02-01,Ahmadnagar,2,bajri_akole,bajri_akole_2015_2,-354.24732718254495,1550.247327182545
akole,bajri,2015,144,1375,1750,1538,2015-03-01,Ahmadnagar,3,bajri_akole,bajri_akole_2015_3,-15.928004752213155,1553.9280047522132
akole,bajri,2015,52,1357,1800,1525,2015-04-01,Ahmadnagar,4,bajri_akole,bajri_akole_2015_4,-32.975363427975026,1557.975363427975
akole,bajri,2015,9,1375,1900,1775,2015-05-01,Ahmadnagar,5,bajri_akole,bajri_akole_2015_5,212.7203764292849,1562.279623570715
akole,bajri,2015,16,1388,1800,1588,2015-06-01,Ahmadnagar,6,bajri_akole,bajri_akole_2015_6,21.28960406082433,1566.7103959391757
akole,bajri,2015,27,1300,1800,1488,2015-07-01,Ahmadnagar,7,bajri_akole,bajri_akole_2015_7,-83.27024152736749,1571.2702415273675
akole,bajri,2015,12,1400,1800,1625,2015-08-01,Ahmadnagar,8,bajri_akole,bajri_akole_2015_8,49.02497266816067,1575.9750273318393
akole,bajri,2015,13,1400,1800,1563,2015-09-01,Ahmadnagar,9,bajri_akole,bajri_akole_2015_9,-17.788576448185268,1580.7885764481853
akole,bajri,2015,37,1425,1800,1558,2015-10-01,Ahmadnagar,10,bajri_akole,bajri_akole_2015_10,-27.705352579918326,1585.7053525799183
akole,bajri,2015,101,1394,1850,1569,2015-11-01,Ahmadnagar,11,bajri_akole,bajri_akole_2015_11,-21.70870157027025,1590.7087015702703
akole,bajri,2015,37,1350,1850,1619,2015-12-01,Ahmadnagar,12,bajri_akole,bajri_akole_2015_12,23.23534658288895,1595.764653417111
akole,bajri,2016,64,1430,1860,1575,2016-01-01,Ahmadnagar,1,bajri_akole,bajri_akole_2016_1,-25.825670179828876,1600.8256701798289
akole,bajri,2016,39,1433,1833,1575,2016-02-01,Ahmadnagar,2,bajri_akole,bajri_akole_2016_2,-30.858736009424774,1605.8587360094248
akole,bajri,2016,369,1433,1867,1600,2016-03-01,Ahmadnagar,3,bajri_akole,bajri_akole_2016_3,-10.814694013037752,1610.8146940130378
akole,bajri,2016,75,1460,1960,1685,2016-04-01,Ahmadnagar,4,bajri_akole,bajri_akole_2016_4,69.37489941219883,1615.6251005878012
akole,bajri,2016,17,1483,2000,1683,2016-05-01,Ahmadnagar,5,bajri_akole,bajri_akole_2016_5,62.785247052911245,1620.2147529470888
akole,bajri,2016,52,1467,2000,1617,2016-06-01,Ahmadnagar,6,bajri_akole,bajri_akole_2016_6,-7.551807616408041,1624.551807616408
akole,bajri,2016,32,1450,2200,1719,2016-07-01,Ahmadnagar,7,bajri_akole,bajri_akole_2016_7,90.3563380993262,1628.6436619006738
akole,bajri,2016,31,1433,2033,1675,2016-08-01,Ahmadnagar,8,bajri_akole,bajri_akole_2016_8,42.50700677495979,1632.4929932250402
akole,bajri,2016,29,1456,1975,1600,2016-09-01,Ahmadnagar,9,bajri_akole,bajri_akole_2016_9,-36.15895172597425,1636.1589517259742
akole,bajri,2016,114,1444,2000,1594,2016-10-01,Ahmadnagar,10,bajri_akole,bajri_akole_2016_10,-45.72725441917714,1639.7272544191771
akole,bajri,2016,60,1450,1950,1588,2016-11-01,Ahmadnagar,11,bajri_akole,bajri_akole_2016_11,-55.26101897552098,1643.261018975521
akole,paddy-unhusked,2014,119,1450,1900,1681,2014-09-01,Ahmadnagar,9,paddy-unhusked_akole,paddy-unhusked_akole_2014_9,92.0577764501354,1588.9422235498646
akole,paddy-unhusked,2014,103,1425,1900,1669,2014-10-01,Ahmadnagar,10,paddy-unhusked_akole,paddy-unhusked_akole_2014_10,78.24137979102898,1590.758620208971
akole,paddy-unhusked,2014,204,1450,1800,1625,2014-11-01,Ahmadnagar,11,paddy-unhusked_akole,paddy-unhusked_akole_2014_11,32.36744702164151,1592.6325529783585
akole,paddy-unhusked,2014,346,1400,1800,1625,2014-12-01,Ahmadnagar,12,paddy-unhusked_akole,paddy-unhusked_akole_2014_12,30.329541169322283,1594.6704588306777
akole,paddy-unhusked,2015,403,1395,1860,1600,2015-01-01,Ahmadnagar,1,paddy-unhusked_akole,paddy-unhusked_akole_2015_1,3.000995607031882,1596.9990043929681
akole,paddy-unhusked,2015,5432,936,1335,1108,2015-02-01,Ahmadnagar,2,paddy-unhusked_akole,paddy-unhusked_akole_2015_2,-491.76381225549926,1599.7638122554993
akole,paddy-unhusked,2015,129,1400,1850,1613,2015-03-01,Ahmadnagar,3,paddy-unhusked_akole,paddy-unhusked_akole_2015_3,9.88761936920605,1603.112380630794
akole,paddy-unhusked,2015,113,1450,1925,1625,2015-04-01,Ahmadnagar,4,paddy-unhusked_akole,paddy-unhusked_akole_2015_4,18.115144651284936,1606.884855348715
akole,paddy-unhusked,2015,54,1425,1950,1681,2015-05-01,Ahmadnagar,5,paddy-unhusked_akole,paddy-unhusked_akole_2015_5,70.07243799876824,1610.9275620012318
akole,paddy-unhusked,2015,62,1467,2067,1692,2015-06-01,Ahmadnagar,6,paddy-unhusked_akole,paddy-unhusked_akole_2015_6,76.90185185428027,1615.0981481457197
akole,paddy-unhusked,2015,87,1440,1880,1595,2015-07-01,Ahmadnagar,7,paddy-unhusked_akole,paddy-unhusked_akole_2015_7,-24.29805661330488,1619.2980566133049
akole,paddy-unhusked,2015,58,1475,2000,1625,2015-08-01,Ahmadnagar,8,paddy-unhusked_akole,paddy-unhusked_akole_2015_8,1.523206107478245,1623.4767938925218
akole,paddy-unhusked,2015,93,1500,1967,1700,2015-09-01,Ahmadnagar,9,paddy-unhusked_akole,paddy-unhusked_akole_2015_9,72.43131981347778,1627.5686801865222
akole,paddy-unhusked,2015,198,1488,1975,1675,2015-10-01,Ahmadnagar,10,paddy-unhusked_akole,paddy-unhusked_akole_2015_10,43.49101229772464,1631.5089877022754
akole,paddy-unhusked,2015,190,1488,1900,1638,2015-11-01,Ahmadnagar,11,paddy-unhusked_akole,paddy-unhusked_akole_2015_11,2.7217417783665496,1635.2782582216335
akole,paddy-unhusked,2015,358,1475,1825,1607,2015-12-01,Ahmadnagar,12,paddy-unhusked_akole,paddy-unhusked_akole_2015_12,-31.884215409135322,1638.8842154091353
akole,paddy-unhusked,2016,338,1490,1900,1625,2016-01-01,Ahmadnagar,1,paddy-unhusked_akole,paddy-unhusked_akole_2016_1,-17.33628401793112,1642.3362840179311
akole,paddy-unhusked,2016,452,1475,1975,1669,2016-02-01,Ahmadnagar,2,paddy-unhusked_akole,paddy-unhusked_akole_2016_2,23.37603883346128,1645.6239611665387
akole,paddy-unhusked,2016,417,1500,1925,1619,2016-03-01,Ahmadnagar,3,paddy-unhusked_akole,paddy-unhusked_akole_2016_3,-29.72590879596555,1648.7259087959656
akole,paddy-unhusked,2016,448,1500,2017,1704,2016-04-01,Ahmadnagar,4,paddy-unhusked_akole,paddy-unhusked_akole_2016_4,52.36460112851182,1651.6353988714882
akole,paddy-unhusked,2016,227,1500,2000,1675,2016-05-01,Ahmadnagar,5,paddy-unhusked_akole,paddy-unhusked_akole_2016_5,20.672875334614446,1654.3271246653856
akole,paddy-unhusked,2016,200,1500,2000,1669,2016-06-01,Ahmadnagar,6,paddy-unhusked_akole,paddy-unhusked_akole_2016_6,12.191492674358415,1656.8085073256416
akole,paddy-unhusked,2016,95,1500,2000,1663,2016-07-01,Ahmadnagar,7,paddy-unhusked_akole,paddy-unhusked_akole_2016_7,3.9001114526749916,1659.099888547325
akole,paddy-unhusked,2016,93,1500,2200,1700,2016-08-01,Ahmadnagar,8,paddy-unhusked_akole,paddy-unhusked_akole_2016_8,38.770770291575445,1661.2292297084246
akole,paddy-unhusked,2016,213,1500,2130,1645,2016-09-01,Ahmadnagar,9,paddy-unhusked_akole,paddy-unhusked_akole_2016_9,-18.22692975658856,1663.2269297565886
akole,paddy-unhusked,2016,240,1500,2113,1650,2016-10-01,Ahmadnagar,10,paddy-unhusked_akole,paddy-unhusked_akole_2016_10,-15.147619370896109,1665.147619370896
akole,paddy-unhusked,2016,170,1505,2013,1613,2016-11-01,Ahmadnagar,11,paddy-unhusked_akole,paddy-unhusked_akole_2016_11,-54.034537399329565,1667.0345373993296
akole,wheat(husked),2014,60,1475,1900,1706,2014-09-01,Ahmadnagar,9,wheat(husked)_akole,wheat(husked)_akole_2014_9,84.74192066507999,1621.25807933492
akole,wheat(husked),2014,80,1460,1840,1675,2014-10-01,Ahmadnagar,10,wheat(husked)_akole,wheat(husked)_akole_2014_10,52.21253702644367,1622.7874629735563
akole,wheat(husked),2014,620,1494,1875,1663,2014-11-01,Ahmadnagar,11,wheat(husked)_akole,wheat(husked)_akole_2014_11,38.63018968739175,1624.3698103126083
akole,wheat(husked),2014,55,1500,1900,1675,2014-12-01,Ahmadnagar,12,wheat(husked)_akole,wheat(husked)_akole_2014_12,48.90928211186724,1626.0907178881328
akole,wheat(husked),2015,118,1460,1960,1670,2015-01-01,Ahmadnagar,1,wheat(husked)_akole,wheat(husked)_akole_2015_1,41.940073895258365,1628.0599261047416
akole,wheat(husked),2015,5130,1076,1401,1258,2015-02-01,Ahmadnagar,2,wheat(husked)_akole,wheat(husked)_akole_2015_2,-372.41774366836626,1630.4177436683663
akole,wheat(husked),2015,97,1475,1925,1688,2015-03-01,Ahmadnagar,3,wheat(husked)_akole,wheat(husked)_akole_2015_3,54.66930816887884,1633.3306918311212
akole,wheat(husked),2015,164,1450,1975,1644,2015-04-01,Ahmadnagar,4,wheat(husked)_akole,wheat(husked)_akole_2015_4,7.267469244671929,1636.732530755328
akole,wheat(husked),2015,163,1425,2000,1625,2015-05-01,Ahmadnagar,5,wheat(husked)_akole,wheat(husked)_akole_2015_5,-15.591188920914647,1640.5911889209146
akole,wheat(husked),2015,112,1450,2025,1638,2015-06-01,Ahmadnagar,6,wheat(husked)_akole,wheat(husked)_akole_2015_6,-6.879136976085874,1644.8791369760859
akole,wheat(husked),2015,178,1500,1960,1680,2015-07-01,Ahmadnagar,7,wheat(husked)_akole,wheat(husked)_akole_2015_7,30.44089892402758,1649.5591010759724
akole,wheat(husked),2015,137,1475,1975,1681,2015-08-01,Ahmadnagar,8,wheat(husked)_akole,wheat(husked)_akole_2015_8,26.410492084905627,1654.5895079150944
akole,wheat(husked),2015,99,1467,2000,1650,2015-09-01,Ahmadnagar,9,wheat(husked)_akole,wheat(husked)_akole_2015_9,-9.947809749799717,1659.9478097497997
akole,wheat(husked),2015,444,1500,1980,1675,2015-10-01,Ahmadnagar,10,wheat(husked)_akole,wheat(husked)_akole_2015_10,9.372034606009947,1665.62796539399
akole,wheat(husked),2015,253,1475,1975,1663,2015-11-01,Ahmadnagar,11,wheat(husked)_akole,wheat(husked)_akole_2015_11,-8.617716280472905,1671.617716280473
akole,wheat(husked),2015,207,1475,1900,1663,2015-12-01,Ahmadnagar,12,wheat(husked)_akole,wheat(husked)_akole_2015_12,-14.910661363684994,1677.910661363685
akole,wheat(husked),2016,214,1480,1900,1660,2016-01-01,Ahmadnagar,1,wheat(husked)_akole,wheat(husked)_akole_2016_1,-24.495013525386867,1684.4950135253869
akole,wheat(husked),2016,97,1475,1900,1638,2016-02-01,Ahmadnagar,2,wheat(husked)_akole,wheat(husked)_akole_2016_2,-53.349666483986766,1691.3496664839868
akole,wheat(husked),2016,86,1513,1975,1650,2016-03-01,Ahmadnagar,3,wheat(husked)_akole,wheat(husked)_akole_2016_3,-48.43820457443894,1698.438204574439
akole,wheat(husked),2016,115,1517,2150,1725,2016-04-01,Ahmadnagar,4,wheat(husked)_akole,wheat(husked)_akole_2016_4,19.30913140985649,1705.6908685901435
akole,wheat(husked),2016,101,1519,2200,1725,2016-05-01,Ahmadnagar,5,wheat(husked)_akole,wheat(husked)_akole_2016_5,11.992374553358331,1713.0076254466417
akole,wheat(husked),2016,85,1475,2200,1788,2016-06-01,Ahmadnagar,6,wheat(husked)_akole,wheat(husked)_akole_2016_6,67.69948973339433,1720.3005102666057
akole,wheat(husked),2016,57,1550,2400,1819,2016-07-01,Ahmadnagar,7,wheat(husked)_akole,wheat(husked)_akole_2016_7,91.51094659319597,1727.489053406804
akole,wheat(husked),2016,41,1533,2300,1800,2016-08-01,Ahmadnagar,8,wheat(husked)_akole,wheat(husked)_akole_2016_8,65.46490259491247,1734.5350974050875
akole,wheat(husked),2016,68,1500,2160,1705,2016-09-01,Ahmadnagar,9,wheat(husked)_akole,wheat(husked)_akole_2016_9,-36.45767914092812,1741.4576791409281
akole,wheat(husked),2016,205,1500,2150,1731,2016-10-01,Ahmadnagar,10,wheat(husked)_akole,wheat(husked)_akole_2016_10,-17.316751057920555,1748.3167510579206
akole,wheat(husked),2016,111,1500,2200,1713,2016-11-01,Ahmadnagar,11,wheat(husked)_akole,wheat(husked)_akole_2016_11,-42.14947955019397,1755.149479550194
akole,gram,2014,17,3000,3133,3067,2014-09-01,Ahmadnagar,9,gram_akole,gram_akole_2014_9,317.71863726531,2749.28136273469
akole,gram,2014,32,3000,3200,3100,2014-10-01,Ahmadnagar,10,gram_akole,gram_akole_2014_10,259.22945417682104,2840.770545823179
akole,gram,2015,11,3200,3300,3250,2015-01-01,Ahmadnagar,1,gram_akole,gram_akole_2015_1,317.5416969400417,2932.4583030599583
akole,gram,2015,3,3175,3300,3200,2015-02-01,Ahmadnagar,2,gram_akole,gram_akole_2015_2,175.29477299782047,3024.7052270021795
akole,gram,2015,15,3100,3300,3225,2015-03-01,Ahmadnagar,3,gram_akole,gram_akole_2015_3,106.92962623241874,3118.0703737675813
akole,gram,2015,39,3200,3500,3350,2015-04-01,Ahmadnagar,4,gram_akole,gram_akole_2015_4,136.7776412929752,3213.222358707025
akole,gram,2015,58,3338,3950,3500,2015-05-01,Ahmadnagar,5,gram_akole,gram_akole_2015_5,189.1033718122353,3310.8966281877647
akole,gram,2015,53,3300,3975,3675,2015-06-01,Ahmadnagar,6,gram_akole,gram_akole_2015_6,263.0858853971358,3411.914114602864
akole,gram,2015,38,3300,3850,3525,2015-07-01,Ahmadnagar,7,gram_akole,gram_akole_2015_7,7.78606004723224,3517.2139399527678
akole,gram,2015,27,3333,4033,3567,2015-08-01,Ahmadnagar,8,gram_akole,gram_akole_2015_8,-60.89965491629437,3627.8996549162944
akole,gram,2015,7,3400,4400,3600,2015-09-01,Ahmadnagar,9,gram_akole,gram_akole_2015_9,-145.07967645979443,3745.0796764597944
akole,gram,2015,36,3300,4375,3500,2015-10-01,Ahmadnagar,10,gram_akole,gram_akole_2015_10,-369.8243592652934,3869.8243592652934
akole,gram,2015,45,3300,4100,3575,2015-11-01,Ahmadnagar,11,gram_akole,gram_akole_2015_11,-428.11338321703215,4003.113383217032
akole,gram,2015,12,3300,4250,3650,2015-12-01,Ahmadnagar,12,gram_akole,gram_akole_2015_12,-495.6952879747105,4145.6952879747105
akole,gram,2016,17,3300,4500,3550,2016-01-01,Ahmadnagar,1,gram_akole,gram_akole_2016_1,-748.0510423335181,4298.051042333518
akole,gram,2016,16,3300,3800,3500,2016-02-01,Ahmadnagar,2,gram_akole,gram_akole_2016_2,-960.3518055336599,4460.35180553366
akole,gram,2016,42,3450,4175,3800,2016-03-01,Ahmadnagar,3,gram_akole,gram_akole_2016_3,-832.3012049138824,4632.301204913882
akole,gram,2016,70,3767,4833,4383,2016-04-01,Ahmadnagar,4,gram_akole,gram_akole_2016_4,-430.0026479344724,4813.002647934472
akole,gram,2016,16,4333,5500,5067,2016-05-01,Ahmadnagar,5,gram_akole,gram_akole_2016_5,65.96064619735535,5001.039353802645
akole,gram,2016,29,4375,5900,5300,2016-06-01,Ahmadnagar,6,gram_akole,gram_akole_2016_6,105.27420992934731,5194.725790070653
akole,gram,2016,10,5000,7000,6000,2016-07-01,Ahmadnagar,7,gram_akole,gram_akole_2016_7,607.5823503053798,5392.41764969462
akole,gram,2016,8,5000,6600,6050,2016-08-01,Ahmadnagar,8,gram_akole,gram_akole_2016_8,457.46357798812187,5592.536422011878
akole,gram,2016,64,5875,8000,6750,2016-10-01,Ahmadnagar,10,gram_akole,gram_akole_2016_10,956.1166646713036,5793.883335328696
akole,gram,2016,30,5500,7500,6500,2016-11-01,Ahmadnagar,11,gram_akole,gram_akole_2016_11,504.4544673124137,5995.545532687586
jamkhed,sorgum(jawar),2014,12288,1867,3062,2464,2014-09-01,Ahmadnagar,9,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2014_9,65.14056813145453,2398.8594318685455
jamkhed,sorgum(jawar),2014,5593,1741,2956,2349,2014-10-01,Ahmadnagar,10,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2014_10,-34.02018784976781,2383.020187849768
jamkhed,sorgum(jawar),2014,7678,1821,3239,2514,2014-11-01,Ahmadnagar,11,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2014_11,146.77834331392796,2367.221656686072
jamkhed,sorgum(jawar),2014,5095,1800,3136,2468,2014-12-01,Ahmadnagar,12,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2014_12,116.51671138486563,2351.4832886151344
jamkhed,sorgum(jawar),2015,6645,1769,3102,2436,2015-01-01,Ahmadnagar,1,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_1,100.08372966079833,2335.9162703392017
jamkhed,sorgum(jawar),2015,35320,1622,2536,2079,2015-02-01,Ahmadnagar,2,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_2,-241.7046115051362,2320.704611505136
jamkhed,sorgum(jawar),2015,39619,1806,2797,2301,2015-03-01,Ahmadnagar,3,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_3,-5.0948740908365835,2306.0948740908366
jamkhed,sorgum(jawar),2015,20890,1800,2800,2300,2015-04-01,Ahmadnagar,4,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_4,7.817445307990056,2292.18255469201
jamkhed,sorgum(jawar),2015,17512,1650,2688,2169,2015-05-01,Ahmadnagar,5,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_5,-110.05996560805715,2279.059965608057
jamkhed,sorgum(jawar),2015,17735,1605,2848,2226,2015-06-01,Ahmadnagar,6,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_6,-40.824305041696334,2266.8243050416963
jamkhed,sorgum(jawar),2015,12536,1626,2950,2288,2015-07-01,Ahmadnagar,7,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_7,32.496016282857454,2255.5039837171425
jamkhed,sorgum(jawar),2015,9211,1606,2929,2268,2015-08-01,Ahmadnagar,8,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_8,22.898102832041786,2245.101897167958
jamkhed,sorgum(jawar),2015,11116,1603,2924,2263,2015-09-01,Ahmadnagar,9,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_9,27.358749062116203,2235.641250937884
jamkhed,sorgum(jawar),2015,11342,1626,2745,2186,2015-10-01,Ahmadnagar,10,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_10,-41.159561884929644,2227.1595618849296
jamkhed,sorgum(jawar),2015,8634,1664,3211,2436,2015-11-01,Ahmadnagar,11,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_11,216.28855391472916,2219.711446085271
jamkhed,sorgum(jawar),2015,12999,1603,2598,2100,2015-12-01,Ahmadnagar,12,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2015_12,-113.32579488890315,2213.325794888903
jamkhed,sorgum(jawar),2016,12881,1612,2277,1945,2016-01-01,Ahmadnagar,1,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_1,-263.1666799920199,2208.16667999202
jamkhed,sorgum(jawar),2016,37749,1613,2282,1948,2016-02-01,Ahmadnagar,2,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_2,-256.3273444690067,2204.3273444690067
jamkhed,sorgum(jawar),2016,20730,1612,2348,1980,2016-03-01,Ahmadnagar,3,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_3,-221.73655221925537,2201.7365522192554
jamkhed,sorgum(jawar),2016,24391,1861,2933,2397,2016-04-01,Ahmadnagar,4,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_4,196.83713744813895,2200.162862551861
jamkhed,sorgum(jawar),2016,12634,1777,2940,2358,2016-05-01,Ahmadnagar,5,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_5,158.7637505692178,2199.236249430782
jamkhed,sorgum(jawar),2016,12513,1786,2948,2367,2016-06-01,Ahmadnagar,6,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_6,168.29028996911802,2198.709710030882
jamkhed,sorgum(jawar),2016,4917,1771,2871,2321,2016-07-01,Ahmadnagar,7,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_7,122.56453112887039,2198.4354688711296
jamkhed,sorgum(jawar),2016,11056,1786,2493,2139,2016-08-01,Ahmadnagar,8,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_8,-59.37093190172436,2198.3709319017244
jamkhed,sorgum(jawar),2016,3649,1795,2268,2032,2016-09-01,Ahmadnagar,9,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_9,-166.55010790482174,2198.5501079048217
jamkhed,sorgum(jawar),2016,5931,1771,2542,2157,2016-10-01,Ahmadnagar,10,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_10,-41.96989883013748,2198.9698988301375
jamkhed,sorgum(jawar),2016,7539,2025,2800,2413,2016-11-01,Ahmadnagar,11,sorgum(jawar)_jamkhed,sorgum(jawar)_jamkhed_2016_11,213.4768871900519,2199.523112809948
jamkhed,onion,2014,616,217,1756,986,2014-09-01,Ahmadnagar,9,onion_jamkhed,onion_jamkhed_2014_9,-167.97805529587504,1153.978055295875
jamkhed,onion,2014,650,189,1800,994,2014-10-01,Ahmadnagar,10,onion_jamkhed,onion_jamkhed_2014_10,-178.33712696758903,1172.337126967589
jamkhed,onion,2014,5202,111,1894,1003,2014-11-01,Ahmadnagar,11,onion_jamkhed,onion_jamkhed_2014_11,-187.59121235474322,1190.5912123547432
jamkhed,onion,2014,13454,133,2133,1133,2014-12-01,Ahmadnagar,12,onion_jamkhed,onion_jamkhed_2014_12,-75.52386446842252,1208.5238644684225
jamkhed,onion,2015,9825,117,1867,992,2015-01-01,Ahmadnagar,1,onion_jamkhed,onion_jamkhed_2015_1,-233.8013918119907,1225.8013918119907
jamkhed,onion,2015,4394,163,1919,1041,2015-02-01,Ahmadnagar,2,onion_jamkhed,onion_jamkhed_2015_2,-201.0429004735181,1242.042900473518
jamkhed,onion,2015,5093,156,1556,856,2015-03-01,Ahmadnagar,3,onion_jamkhed,onion_jamkhed_2015_3,-400.72137067119206,1256.721370671192
jamkhed,onion,2015,5232,106,1469,788,2015-04-01,Ahmadnagar,4,onion_jamkhed,onion_jamkhed_2015_4,-481.18413081040353,1269.1841308104035
jamkhed,onion,2015,6286,139,1728,933,2015-05-01,Ahmadnagar,5,onion_jamkhed,onion_jamkhed_2015_5,-345.52805843987403,1278.528058439874
jamkhed,onion,2015,1271,228,2267,1247,2015-06-01,Ahmadnagar,6,onion_jamkhed,onion_jamkhed_2015_6,-36.54929102656888,1283.5492910265689
jamkhed,onion,2015,476,350,2394,1372,2015-07-01,Ahmadnagar,7,onion_jamkhed,onion_jamkhed_2015_7,89.17198899907112,1282.8280110009289
jamkhed,onion,2015,248,1550,4275,2850,2015-08-01,Ahmadnagar,8,onion_jamkhed,onion_jamkhed_2015_8,1575.078442513497,1274.921557486503
jamkhed,onion,2015,708,1183,4189,2686,2015-09-01,Ahmadnagar,9,onion_jamkhed,onion_jamkhed_2015_9,1427.556997900035,1258.443002099965
jamkhed,onion,2015,3325,489,3606,2047,2015-10-01,Ahmadnagar,10,onion_jamkhed,onion_jamkhed_2015_10,814.0101595154399,1232.98984048456
jamkhed,onion,2015,6996,367,3239,1803,2015-11-01,Ahmadnagar,11,onion_jamkhed,onion_jamkhed_2015_11,603.9482085927793,1199.0517914072207
jamkhed,onion,2015,11121,206,2172,1189,2015-12-01,Ahmadnagar,12,onion_jamkhed,onion_jamkhed_2015_12,31.372670015423864,1157.6273299845761
jamkhed,onion,2016,9433,244,1883,1064,2016-01-01,Ahmadnagar,1,onion_jamkhed,onion_jamkhed_2016_1,-46.09239896362669,1110.0923989636267
jamkhed,onion,2016,4962,106,1300,703,2016-02-01,Ahmadnagar,2,onion_jamkhed,onion_jamkhed_2016_2,-354.8425490101313,1057.8425490101313
jamkhed,onion,2016,5436,100,961,531,2016-03-01,Ahmadnagar,3,onion_jamkhed,onion_jamkhed_2016_3,-471.24452304049737,1002.2445230404974
jamkhed,onion,2016,7587,100,939,519,2016-04-01,Ahmadnagar,4,onion_jamkhed,onion_jamkhed_2016_4,-425.44328737800083,944.4432873780008
jamkhed,onion,2016,9098,100,936,518,2016-05-01,Ahmadnagar,5,onion_jamkhed,onion_jamkhed_2016_5,-367.28928051901676,885.2892805190168
jamkhed,onion,2016,5558,100,1225,663,2016-06-01,Ahmadnagar,6,onion_jamkhed,onion_jamkhed_2016_6,-162.3670389053093,825.3670389053093
jamkhed,onion,2016,2382,142,1067,604,2016-07-01,Ahmadnagar,7,onion_jamkhed,onion_jamkhed_2016_7,-161.0315431783181,765.0315431783181
jamkhed,onion,2016,4791,100,957,471,2016-08-01,Ahmadnagar,8,onion_jamkhed,onion_jamkhed_2016_8,-233.53629458016633,704.5362945801663
jamkhed,onion,2016,2208,100,1167,633,2016-11-01,Ahmadnagar,11,onion_jamkhed,onion_jamkhed_2016_11,-11.034149638490362,644.0341496384904
kopargaon,wheat(husked),2014,1731,1432,1644,1569,2014-09-01,Ahmadnagar,9,wheat(husked)_kopargaon,wheat(husked)_kopargaon_2014_9,47.221006046608636,1521.7789939533914
kopargaon,wheat(husked),2014,828,1349,1584,1488,2014-10-01,Ahmadnagar,10,wheat(husked)_kopargaon,wheat(husked)_kopargaon_2014_10,-39.6088695813437,1527.6088695813437
kopargaon,wheat(husked),2014,874,1433,1699,1571,2014-11-01,Ahmadnagar,11,wheat(husked)_kopargaon,wheat(husked)_kopargaon_2014_11,37.53174166192525,1533.4682583380747
kopargaon,wheat(husked),2014,864,1427,1678,1568,2014-12-01,Ahmadnagar,12,wheat(husked)_kopargaon,wheat(husked)_kopargaon_2014_12,28.63808219112434,1539.3619178088757
kopargaon,wheat(husked),2015,770,1480,1736,1623,2015-01-01,Ahmadnagar,1,wheat(husked)_kopargaon,wheat(husked)_kopargaon_2015_1,77.68193708242416,1545.3180629175758
kopargaon,wheat(husked),2015,617,1373,1697,1594,2015-02-01,Ahmadnagar,2,wheat(husked)_kopargaon,wheat(husked)_kopargaon_2015_2,42.61719261062649,1551.3828073893735
